"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10317_2","NCTC11359_2","NCTC11698_2","NCTC13635_2","NCTC418_2","NCTC9157_2","NCTC9171_2","NCTC9667_2","NCTC9793_2","NFYY0065_2"
"rffC","","dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase","9","9","1","1","2985","","","","674","674","674","8777fb3be99985d899573c6a12a3dd51_9851","82cb54a66be23676d92c45561410fc22_9677","71b4f8e38d314b58d2a15397a624f579_10101","","d90f2a772ef9bba7f6f75c33978b075a_10694","53c9d146af329787812b2e1790bf32a4_10096","437f59dc9dcfa09ce2d50a324ebaf4a8_9897","d00c3ca4aa2df69f978eefbbe3fb03e7_8177","1304c761f7edd07127d4c6b6f249f721_7668","f8019d7ff0b2507577fd8d830299c3cc_9349"
"rfbA","","glucose-1-phosphate thymidylyltransferase RfbA","9","9","1","1","2984","","","","881","881","881","8777fb3be99985d899573c6a12a3dd51_9853","82cb54a66be23676d92c45561410fc22_9679","71b4f8e38d314b58d2a15397a624f579_10103","","d90f2a772ef9bba7f6f75c33978b075a_10696","53c9d146af329787812b2e1790bf32a4_10098","437f59dc9dcfa09ce2d50a324ebaf4a8_9899","d00c3ca4aa2df69f978eefbbe3fb03e7_8175","1304c761f7edd07127d4c6b6f249f721_7670","f8019d7ff0b2507577fd8d830299c3cc_9347"
"rho","","transcription termination factor Rho","9","9","1","1","2982","","","","1259","1259","1259","8777fb3be99985d899573c6a12a3dd51_9865","82cb54a66be23676d92c45561410fc22_9691","71b4f8e38d314b58d2a15397a624f579_10115","","d90f2a772ef9bba7f6f75c33978b075a_10708","53c9d146af329787812b2e1790bf32a4_10110","437f59dc9dcfa09ce2d50a324ebaf4a8_9911","d00c3ca4aa2df69f978eefbbe3fb03e7_8163","1304c761f7edd07127d4c6b6f249f721_7682","f8019d7ff0b2507577fd8d830299c3cc_9335"
"trxA","","thioredoxin TrxA","9","9","1","1","2973","","","","329","329","329","8777fb3be99985d899573c6a12a3dd51_9869","82cb54a66be23676d92c45561410fc22_9693","71b4f8e38d314b58d2a15397a624f579_10117","","d90f2a772ef9bba7f6f75c33978b075a_10710","53c9d146af329787812b2e1790bf32a4_10112","437f59dc9dcfa09ce2d50a324ebaf4a8_9915","d00c3ca4aa2df69f978eefbbe3fb03e7_8159","1304c761f7edd07127d4c6b6f249f721_7684","f8019d7ff0b2507577fd8d830299c3cc_9333"
"rhlB","","ATP-dependent RNA helicase RhlB","9","9","1","1","2974","","","","1265","1265","1265","8777fb3be99985d899573c6a12a3dd51_9871","82cb54a66be23676d92c45561410fc22_9695","71b4f8e38d314b58d2a15397a624f579_10119","","d90f2a772ef9bba7f6f75c33978b075a_10712","53c9d146af329787812b2e1790bf32a4_10114","437f59dc9dcfa09ce2d50a324ebaf4a8_9917","d00c3ca4aa2df69f978eefbbe3fb03e7_8157","1304c761f7edd07127d4c6b6f249f721_7686","f8019d7ff0b2507577fd8d830299c3cc_9331"
"WP_002883211.1","","LysR family transcriptional regulator","9","9","1","1","2972","","","","926","926","926","8777fb3be99985d899573c6a12a3dd51_9875","82cb54a66be23676d92c45561410fc22_9699","71b4f8e38d314b58d2a15397a624f579_10123","","d90f2a772ef9bba7f6f75c33978b075a_10716","53c9d146af329787812b2e1790bf32a4_10118","437f59dc9dcfa09ce2d50a324ebaf4a8_9921","d00c3ca4aa2df69f978eefbbe3fb03e7_8153","1304c761f7edd07127d4c6b6f249f721_7690","f8019d7ff0b2507577fd8d830299c3cc_9327"
"ilvC","","ketol-acid reductoisomerase","9","9","1","1","2966","","","","1475","1475","1475","8777fb3be99985d899573c6a12a3dd51_9887","82cb54a66be23676d92c45561410fc22_9711","71b4f8e38d314b58d2a15397a624f579_10135","","d90f2a772ef9bba7f6f75c33978b075a_10728","53c9d146af329787812b2e1790bf32a4_10130","437f59dc9dcfa09ce2d50a324ebaf4a8_9933","d00c3ca4aa2df69f978eefbbe3fb03e7_8141","1304c761f7edd07127d4c6b6f249f721_7702","f8019d7ff0b2507577fd8d830299c3cc_9315"
"ilvD","","dihydroxy-acid dehydratase","9","9","1","1","2964","","","","1850","1850","1850","8777fb3be99985d899573c6a12a3dd51_9893","82cb54a66be23676d92c45561410fc22_9717","71b4f8e38d314b58d2a15397a624f579_10141","","d90f2a772ef9bba7f6f75c33978b075a_10734","53c9d146af329787812b2e1790bf32a4_10136","437f59dc9dcfa09ce2d50a324ebaf4a8_9941","d00c3ca4aa2df69f978eefbbe3fb03e7_8135","1304c761f7edd07127d4c6b6f249f721_7708","f8019d7ff0b2507577fd8d830299c3cc_9309"
"WP_002883134.1","","YifB family Mg chelatase-like AAA ATPase","9","9","1","1","2957","","","","1520","1520","1520","8777fb3be99985d899573c6a12a3dd51_9903","82cb54a66be23676d92c45561410fc22_9727","71b4f8e38d314b58d2a15397a624f579_10151","","d90f2a772ef9bba7f6f75c33978b075a_10744","53c9d146af329787812b2e1790bf32a4_10146","437f59dc9dcfa09ce2d50a324ebaf4a8_9951","d00c3ca4aa2df69f978eefbbe3fb03e7_8125","1304c761f7edd07127d4c6b6f249f721_7718","f8019d7ff0b2507577fd8d830299c3cc_9299"
"WP_004146520.1","","DUF413 domain-containing protein","9","9","1","1","2956","","","","338","338","338","8777fb3be99985d899573c6a12a3dd51_9905","82cb54a66be23676d92c45561410fc22_9729","71b4f8e38d314b58d2a15397a624f579_10153","","d90f2a772ef9bba7f6f75c33978b075a_10746","53c9d146af329787812b2e1790bf32a4_10148","437f59dc9dcfa09ce2d50a324ebaf4a8_9953","d00c3ca4aa2df69f978eefbbe3fb03e7_8123","1304c761f7edd07127d4c6b6f249f721_7720","f8019d7ff0b2507577fd8d830299c3cc_9297"
"btuB","","TonB-dependent vitamin B12 receptor BtuB","9","9","1","1","2953","","","","1838","1838","1838","8777fb3be99985d899573c6a12a3dd51_9932","82cb54a66be23676d92c45561410fc22_9756","71b4f8e38d314b58d2a15397a624f579_10180","","d90f2a772ef9bba7f6f75c33978b075a_10773","53c9d146af329787812b2e1790bf32a4_10175","437f59dc9dcfa09ce2d50a324ebaf4a8_9980","d00c3ca4aa2df69f978eefbbe3fb03e7_8096","1304c761f7edd07127d4c6b6f249f721_7747","f8019d7ff0b2507577fd8d830299c3cc_9270"
"fabR","","HTH-type transcriptional repressor FabR","9","9","1","1","2950","","","","635","635","635","8777fb3be99985d899573c6a12a3dd51_9939","82cb54a66be23676d92c45561410fc22_9763","71b4f8e38d314b58d2a15397a624f579_10187","","d90f2a772ef9bba7f6f75c33978b075a_10780","53c9d146af329787812b2e1790bf32a4_10182","437f59dc9dcfa09ce2d50a324ebaf4a8_9987","d00c3ca4aa2df69f978eefbbe3fb03e7_8089","1304c761f7edd07127d4c6b6f249f721_7754","f8019d7ff0b2507577fd8d830299c3cc_9263"
"sthA","","Si-specific NAD(P)(+) transhydrogenase","9","9","1","1","2949","","","","1400","1400","1400","8777fb3be99985d899573c6a12a3dd51_9941","82cb54a66be23676d92c45561410fc22_9765","71b4f8e38d314b58d2a15397a624f579_10189","","d90f2a772ef9bba7f6f75c33978b075a_10782","53c9d146af329787812b2e1790bf32a4_10184","437f59dc9dcfa09ce2d50a324ebaf4a8_9989","d00c3ca4aa2df69f978eefbbe3fb03e7_8087","1304c761f7edd07127d4c6b6f249f721_7756","f8019d7ff0b2507577fd8d830299c3cc_9261"
"argB","","acetylglutamate kinase","9","9","1","1","2946","","","","776","776","776","8777fb3be99985d899573c6a12a3dd51_9947","82cb54a66be23676d92c45561410fc22_9771","71b4f8e38d314b58d2a15397a624f579_10195","","d90f2a772ef9bba7f6f75c33978b075a_10788","53c9d146af329787812b2e1790bf32a4_10190","437f59dc9dcfa09ce2d50a324ebaf4a8_9995","d00c3ca4aa2df69f978eefbbe3fb03e7_8081","1304c761f7edd07127d4c6b6f249f721_7762","f8019d7ff0b2507577fd8d830299c3cc_9255"
"argC","","N-acetyl-gamma-glutamyl-phosphate reductase","9","9","1","1","2945","","","","1004","1004","1004","8777fb3be99985d899573c6a12a3dd51_9949","82cb54a66be23676d92c45561410fc22_9773","71b4f8e38d314b58d2a15397a624f579_10197","","d90f2a772ef9bba7f6f75c33978b075a_10790","53c9d146af329787812b2e1790bf32a4_10192","437f59dc9dcfa09ce2d50a324ebaf4a8_9997","d00c3ca4aa2df69f978eefbbe3fb03e7_8079","1304c761f7edd07127d4c6b6f249f721_7764","f8019d7ff0b2507577fd8d830299c3cc_9253"
"argE","","acetylornithine deacetylase","9","9","1","1","2944","","","","1151","1151","1151","8777fb3be99985d899573c6a12a3dd51_9951","82cb54a66be23676d92c45561410fc22_9775","71b4f8e38d314b58d2a15397a624f579_10199","","d90f2a772ef9bba7f6f75c33978b075a_10792","53c9d146af329787812b2e1790bf32a4_10194","437f59dc9dcfa09ce2d50a324ebaf4a8_9999","d00c3ca4aa2df69f978eefbbe3fb03e7_8077","1304c761f7edd07127d4c6b6f249f721_7766","f8019d7ff0b2507577fd8d830299c3cc_9251"
"zinT","","metal-binding protein ZinT","9","9","1","1","2942","","","","650","650","650","8777fb3be99985d899573c6a12a3dd51_9955","82cb54a66be23676d92c45561410fc22_9779","71b4f8e38d314b58d2a15397a624f579_10203","","d90f2a772ef9bba7f6f75c33978b075a_10796","53c9d146af329787812b2e1790bf32a4_10198","437f59dc9dcfa09ce2d50a324ebaf4a8_10003","d00c3ca4aa2df69f978eefbbe3fb03e7_8073","1304c761f7edd07127d4c6b6f249f721_7770","f8019d7ff0b2507577fd8d830299c3cc_9247"
"fsa","","fructose-6-phosphate aldolase","9","9","1","1","2940","","","","662","662","662","8777fb3be99985d899573c6a12a3dd51_9959","82cb54a66be23676d92c45561410fc22_9783","71b4f8e38d314b58d2a15397a624f579_10207","","d90f2a772ef9bba7f6f75c33978b075a_10800","53c9d146af329787812b2e1790bf32a4_10202","437f59dc9dcfa09ce2d50a324ebaf4a8_10007","d00c3ca4aa2df69f978eefbbe3fb03e7_8069","1304c761f7edd07127d4c6b6f249f721_7774","f8019d7ff0b2507577fd8d830299c3cc_9243"
"WP_004175714.1","","iron ABC transporter permease","9","9","1","1","4579","","","","1025","1844","1116","","82cb54a66be23676d92c45561410fc22_4218","71b4f8e38d314b58d2a15397a624f579_4348","cf72a3ad6e3d2448b8ff3941fa28861f_10246","d90f2a772ef9bba7f6f75c33978b075a_4940","53c9d146af329787812b2e1790bf32a4_4241","437f59dc9dcfa09ce2d50a324ebaf4a8_4180","d00c3ca4aa2df69f978eefbbe3fb03e7_3465","1304c761f7edd07127d4c6b6f249f721_1987","f8019d7ff0b2507577fd8d830299c3cc_4583"
"metB","","cystathionine gamma-synthase","9","9","1","1","2931","","","","1160","1160","1160","8777fb3be99985d899573c6a12a3dd51_9977","82cb54a66be23676d92c45561410fc22_9801","71b4f8e38d314b58d2a15397a624f579_10225","","d90f2a772ef9bba7f6f75c33978b075a_10818","53c9d146af329787812b2e1790bf32a4_10220","437f59dc9dcfa09ce2d50a324ebaf4a8_10023","d00c3ca4aa2df69f978eefbbe3fb03e7_8051","1304c761f7edd07127d4c6b6f249f721_7792","f8019d7ff0b2507577fd8d830299c3cc_9227"
"cytR","","DNA-binding transcriptional regulator CytR","9","9","1","1","2602","","","","1028","1028","1028","8777fb3be99985d899573c6a12a3dd51_9985","82cb54a66be23676d92c45561410fc22_9809","71b4f8e38d314b58d2a15397a624f579_10233","cf72a3ad6e3d2448b8ff3941fa28861f_4922","d90f2a772ef9bba7f6f75c33978b075a_10826","53c9d146af329787812b2e1790bf32a4_10228","437f59dc9dcfa09ce2d50a324ebaf4a8_10031","","1304c761f7edd07127d4c6b6f249f721_7800","f8019d7ff0b2507577fd8d830299c3cc_9219"
"menA","","1,4-dihydroxy-2-naphthoate polyprenyltransferase","9","9","1","1","2925","","","","920","920","920","8777fb3be99985d899573c6a12a3dd51_9993","82cb54a66be23676d92c45561410fc22_9817","71b4f8e38d314b58d2a15397a624f579_10241","","d90f2a772ef9bba7f6f75c33978b075a_10834","53c9d146af329787812b2e1790bf32a4_10236","437f59dc9dcfa09ce2d50a324ebaf4a8_10039","d00c3ca4aa2df69f978eefbbe3fb03e7_8035","1304c761f7edd07127d4c6b6f249f721_7808","f8019d7ff0b2507577fd8d830299c3cc_9211"
"pfkA","","6-phosphofructokinase","9","9","1","1","2923","","","","962","962","962","8777fb3be99985d899573c6a12a3dd51_9997","82cb54a66be23676d92c45561410fc22_9821","71b4f8e38d314b58d2a15397a624f579_10245","","d90f2a772ef9bba7f6f75c33978b075a_10838","53c9d146af329787812b2e1790bf32a4_10240","437f59dc9dcfa09ce2d50a324ebaf4a8_10043","d00c3ca4aa2df69f978eefbbe3fb03e7_8031","1304c761f7edd07127d4c6b6f249f721_7812","f8019d7ff0b2507577fd8d830299c3cc_9207"
"yiiM","","6-N-hydroxylaminopurine resistance protein","9","9","1","1","2918","","","","674","674","674","8777fb3be99985d899573c6a12a3dd51_10007","82cb54a66be23676d92c45561410fc22_9831","71b4f8e38d314b58d2a15397a624f579_10255","","d90f2a772ef9bba7f6f75c33978b075a_10848","53c9d146af329787812b2e1790bf32a4_10250","437f59dc9dcfa09ce2d50a324ebaf4a8_10053","d00c3ca4aa2df69f978eefbbe3fb03e7_8021","1304c761f7edd07127d4c6b6f249f721_7822","f8019d7ff0b2507577fd8d830299c3cc_9197"
"sodA","","superoxide dismutase [Mn]","9","9","1","1","2917","","","","620","620","620","8777fb3be99985d899573c6a12a3dd51_10009","82cb54a66be23676d92c45561410fc22_9833","71b4f8e38d314b58d2a15397a624f579_10257","","d90f2a772ef9bba7f6f75c33978b075a_10850","53c9d146af329787812b2e1790bf32a4_10252","437f59dc9dcfa09ce2d50a324ebaf4a8_10055","d00c3ca4aa2df69f978eefbbe3fb03e7_8019","1304c761f7edd07127d4c6b6f249f721_7824","f8019d7ff0b2507577fd8d830299c3cc_9195"
"rhaT","","L-rhamnose/proton symporter RhaT","9","9","1","1","2916","","","","1034","1034","1034","8777fb3be99985d899573c6a12a3dd51_10011","82cb54a66be23676d92c45561410fc22_9835","71b4f8e38d314b58d2a15397a624f579_10259","","d90f2a772ef9bba7f6f75c33978b075a_10852","53c9d146af329787812b2e1790bf32a4_10254","437f59dc9dcfa09ce2d50a324ebaf4a8_10057","d00c3ca4aa2df69f978eefbbe3fb03e7_8017","1304c761f7edd07127d4c6b6f249f721_7826","f8019d7ff0b2507577fd8d830299c3cc_9193"
"rhaR","","HTH-type transcriptional activator RhaR","9","9","1","1","2915","","","","845","845","845","8777fb3be99985d899573c6a12a3dd51_10013","82cb54a66be23676d92c45561410fc22_9837","71b4f8e38d314b58d2a15397a624f579_10261","","d90f2a772ef9bba7f6f75c33978b075a_10854","53c9d146af329787812b2e1790bf32a4_10256","437f59dc9dcfa09ce2d50a324ebaf4a8_10059","d00c3ca4aa2df69f978eefbbe3fb03e7_8015","1304c761f7edd07127d4c6b6f249f721_7828","f8019d7ff0b2507577fd8d830299c3cc_9191"
"rhaS","","HTH-type transcriptional activator RhaS","9","9","1","1","2914","","","","836","836","836","8777fb3be99985d899573c6a12a3dd51_10015","82cb54a66be23676d92c45561410fc22_9839","71b4f8e38d314b58d2a15397a624f579_10263","","d90f2a772ef9bba7f6f75c33978b075a_10856","53c9d146af329787812b2e1790bf32a4_10258","437f59dc9dcfa09ce2d50a324ebaf4a8_10061","d00c3ca4aa2df69f978eefbbe3fb03e7_8013","1304c761f7edd07127d4c6b6f249f721_7830","f8019d7ff0b2507577fd8d830299c3cc_9189"
"rhaB","","rhamnulokinase","9","9","1","1","2912","","","","1466","1466","1466","8777fb3be99985d899573c6a12a3dd51_10019","82cb54a66be23676d92c45561410fc22_9841","71b4f8e38d314b58d2a15397a624f579_10265","","d90f2a772ef9bba7f6f75c33978b075a_10858","53c9d146af329787812b2e1790bf32a4_10260","437f59dc9dcfa09ce2d50a324ebaf4a8_10065","d00c3ca4aa2df69f978eefbbe3fb03e7_8009","1304c761f7edd07127d4c6b6f249f721_7832","f8019d7ff0b2507577fd8d830299c3cc_9187"
"WP_032437455.1","","sugar ABC transporter ATP-binding protein","9","9","1","1","2908","","","","1511","1511","1511","8777fb3be99985d899573c6a12a3dd51_10027","82cb54a66be23676d92c45561410fc22_9849","71b4f8e38d314b58d2a15397a624f579_10273","","d90f2a772ef9bba7f6f75c33978b075a_10866","53c9d146af329787812b2e1790bf32a4_10268","437f59dc9dcfa09ce2d50a324ebaf4a8_10073","d00c3ca4aa2df69f978eefbbe3fb03e7_8001","1304c761f7edd07127d4c6b6f249f721_7840","f8019d7ff0b2507577fd8d830299c3cc_9179"
"WP_023302330.1","","MFS transporter","9","9","1","1","2904","","","","1265","1265","1265","8777fb3be99985d899573c6a12a3dd51_10037","82cb54a66be23676d92c45561410fc22_9859","71b4f8e38d314b58d2a15397a624f579_10283","cf72a3ad6e3d2448b8ff3941fa28861f_4976","d90f2a772ef9bba7f6f75c33978b075a_10876","53c9d146af329787812b2e1790bf32a4_10278","437f59dc9dcfa09ce2d50a324ebaf4a8_10083","","1304c761f7edd07127d4c6b6f249f721_7850","f8019d7ff0b2507577fd8d830299c3cc_9169"
"WP_002882866.1","","substrate-binding domain-containing protein","9","9","1","1","2611","","","","995","995","995","8777fb3be99985d899573c6a12a3dd51_10041","82cb54a66be23676d92c45561410fc22_9863","71b4f8e38d314b58d2a15397a624f579_10287","","d90f2a772ef9bba7f6f75c33978b075a_10880","53c9d146af329787812b2e1790bf32a4_10282","437f59dc9dcfa09ce2d50a324ebaf4a8_10087","d00c3ca4aa2df69f978eefbbe3fb03e7_7987","1304c761f7edd07127d4c6b6f249f721_7854","f8019d7ff0b2507577fd8d830299c3cc_9165"
"WP_004195589.1","","AzlC family ABC transporter permease","9","9","1","1","2612","","","","659","659","659","8777fb3be99985d899573c6a12a3dd51_10045","82cb54a66be23676d92c45561410fc22_9867","71b4f8e38d314b58d2a15397a624f579_10291","","d90f2a772ef9bba7f6f75c33978b075a_10884","53c9d146af329787812b2e1790bf32a4_10286","437f59dc9dcfa09ce2d50a324ebaf4a8_10091","d00c3ca4aa2df69f978eefbbe3fb03e7_7983","1304c761f7edd07127d4c6b6f249f721_7858","f8019d7ff0b2507577fd8d830299c3cc_9161"
"WP_002882830.1","","DUF1471 domain-containing protein","9","9","1","1","2619","","","","212","212","212","8777fb3be99985d899573c6a12a3dd51_10063","82cb54a66be23676d92c45561410fc22_9871","71b4f8e38d314b58d2a15397a624f579_10309","","d90f2a772ef9bba7f6f75c33978b075a_10902","53c9d146af329787812b2e1790bf32a4_10304","437f59dc9dcfa09ce2d50a324ebaf4a8_10095","d00c3ca4aa2df69f978eefbbe3fb03e7_7965","1304c761f7edd07127d4c6b6f249f721_7876","f8019d7ff0b2507577fd8d830299c3cc_9157"
"fdhD","","formate dehydrogenase accessory sulfurtransferase FdhD","9","9","1","1","2620","","","","836","836","836","8777fb3be99985d899573c6a12a3dd51_10065","82cb54a66be23676d92c45561410fc22_9873","71b4f8e38d314b58d2a15397a624f579_10311","","d90f2a772ef9bba7f6f75c33978b075a_10904","53c9d146af329787812b2e1790bf32a4_10306","437f59dc9dcfa09ce2d50a324ebaf4a8_10097","d00c3ca4aa2df69f978eefbbe3fb03e7_7963","1304c761f7edd07127d4c6b6f249f721_7878","f8019d7ff0b2507577fd8d830299c3cc_9155"
"fdxH","","formate dehydrogenase subunit beta","9","9","1","1","2621","","","","902","902","902","8777fb3be99985d899573c6a12a3dd51_10069","82cb54a66be23676d92c45561410fc22_9877","71b4f8e38d314b58d2a15397a624f579_10315","","d90f2a772ef9bba7f6f75c33978b075a_10908","53c9d146af329787812b2e1790bf32a4_10310","437f59dc9dcfa09ce2d50a324ebaf4a8_10101","d00c3ca4aa2df69f978eefbbe3fb03e7_7959","1304c761f7edd07127d4c6b6f249f721_7882","f8019d7ff0b2507577fd8d830299c3cc_9151"
"fdhE","","formate dehydrogenase accessory protein FdhE","9","9","1","1","2605","","","","929","929","929","8777fb3be99985d899573c6a12a3dd51_10073","82cb54a66be23676d92c45561410fc22_9881","71b4f8e38d314b58d2a15397a624f579_10319","cf72a3ad6e3d2448b8ff3941fa28861f_5004","d90f2a772ef9bba7f6f75c33978b075a_10912","53c9d146af329787812b2e1790bf32a4_10314","437f59dc9dcfa09ce2d50a324ebaf4a8_10105","","1304c761f7edd07127d4c6b6f249f721_7886","f8019d7ff0b2507577fd8d830299c3cc_9147"
"dtd","","D-tyrosyl-tRNA(Tyr) deacylase","9","9","1","1","2623","","","","437","437","437","8777fb3be99985d899573c6a12a3dd51_10083","82cb54a66be23676d92c45561410fc22_9891","71b4f8e38d314b58d2a15397a624f579_10329","","d90f2a772ef9bba7f6f75c33978b075a_10922","53c9d146af329787812b2e1790bf32a4_10324","437f59dc9dcfa09ce2d50a324ebaf4a8_10115","d00c3ca4aa2df69f978eefbbe3fb03e7_7945","1304c761f7edd07127d4c6b6f249f721_7896","f8019d7ff0b2507577fd8d830299c3cc_9137"
"WP_004146232.1","","virulence factor BrkB family protein","9","9","1","1","2624","","","","860","860","860","8777fb3be99985d899573c6a12a3dd51_10085","82cb54a66be23676d92c45561410fc22_9893","71b4f8e38d314b58d2a15397a624f579_10331","","d90f2a772ef9bba7f6f75c33978b075a_10924","53c9d146af329787812b2e1790bf32a4_10326","437f59dc9dcfa09ce2d50a324ebaf4a8_10117","d00c3ca4aa2df69f978eefbbe3fb03e7_7943","1304c761f7edd07127d4c6b6f249f721_7898","f8019d7ff0b2507577fd8d830299c3cc_9135"
"yihX","","glucose-1-phosphatase","9","9","1","1","2625","","","","599","599","599","8777fb3be99985d899573c6a12a3dd51_10087","82cb54a66be23676d92c45561410fc22_9895","71b4f8e38d314b58d2a15397a624f579_10333","","d90f2a772ef9bba7f6f75c33978b075a_10926","53c9d146af329787812b2e1790bf32a4_10328","437f59dc9dcfa09ce2d50a324ebaf4a8_10119","d00c3ca4aa2df69f978eefbbe3fb03e7_7941","1304c761f7edd07127d4c6b6f249f721_7900","f8019d7ff0b2507577fd8d830299c3cc_9133"
"typA","","ribosome-dependent GTPase TypA","9","9","1","1","2626","","","","1823","1823","1823","8777fb3be99985d899573c6a12a3dd51_10089","82cb54a66be23676d92c45561410fc22_9897","71b4f8e38d314b58d2a15397a624f579_10335","","d90f2a772ef9bba7f6f75c33978b075a_10928","53c9d146af329787812b2e1790bf32a4_10330","437f59dc9dcfa09ce2d50a324ebaf4a8_10121","d00c3ca4aa2df69f978eefbbe3fb03e7_7939","1304c761f7edd07127d4c6b6f249f721_7902","f8019d7ff0b2507577fd8d830299c3cc_9131"
"yshB","","YshB family small membrane protein","9","9","1","1","2895","","","","110","110","110","8777fb3be99985d899573c6a12a3dd51_10097","82cb54a66be23676d92c45561410fc22_9905","71b4f8e38d314b58d2a15397a624f579_10343","","d90f2a772ef9bba7f6f75c33978b075a_10936","53c9d146af329787812b2e1790bf32a4_10338","437f59dc9dcfa09ce2d50a324ebaf4a8_10129","d00c3ca4aa2df69f978eefbbe3fb03e7_7931","1304c761f7edd07127d4c6b6f249f721_7910","f8019d7ff0b2507577fd8d830299c3cc_9123"
"hemN","","oxygen-independent coproporphyrinogen III oxidase","9","9","1","1","2894","","","","1373","1373","1373","8777fb3be99985d899573c6a12a3dd51_10099","82cb54a66be23676d92c45561410fc22_9907","71b4f8e38d314b58d2a15397a624f579_10345","","d90f2a772ef9bba7f6f75c33978b075a_10938","53c9d146af329787812b2e1790bf32a4_10340","437f59dc9dcfa09ce2d50a324ebaf4a8_10131","d00c3ca4aa2df69f978eefbbe3fb03e7_7929","1304c761f7edd07127d4c6b6f249f721_7912","f8019d7ff0b2507577fd8d830299c3cc_9121"
"yihI","","Der GTPase-activating protein YihI","9","9","1","1","2893","","","","506","506","506","8777fb3be99985d899573c6a12a3dd51_10103","82cb54a66be23676d92c45561410fc22_9909","","cf72a3ad6e3d2448b8ff3941fa28861f_5032","d90f2a772ef9bba7f6f75c33978b075a_10940","53c9d146af329787812b2e1790bf32a4_10342","437f59dc9dcfa09ce2d50a324ebaf4a8_10135","d00c3ca4aa2df69f978eefbbe3fb03e7_7925","1304c761f7edd07127d4c6b6f249f721_7914","f8019d7ff0b2507577fd8d830299c3cc_9119"
"WP_004150336.1","","acyltransferase","9","9","1","1","2889","","","","899","899","899","8777fb3be99985d899573c6a12a3dd51_10109","82cb54a66be23676d92c45561410fc22_9915","71b4f8e38d314b58d2a15397a624f579_10353","cf72a3ad6e3d2448b8ff3941fa28861f_5040","d90f2a772ef9bba7f6f75c33978b075a_10946","53c9d146af329787812b2e1790bf32a4_10348","","d00c3ca4aa2df69f978eefbbe3fb03e7_7919","1304c761f7edd07127d4c6b6f249f721_7920","f8019d7ff0b2507577fd8d830299c3cc_9113"
"rbsR","","ribose operon transcriptional repressor RbsR","9","9","1","1","2879","","","","992","992","992","8777fb3be99985d899573c6a12a3dd51_10139","82cb54a66be23676d92c45561410fc22_9943","71b4f8e38d314b58d2a15397a624f579_10381","","d90f2a772ef9bba7f6f75c33978b075a_10974","53c9d146af329787812b2e1790bf32a4_10376","437f59dc9dcfa09ce2d50a324ebaf4a8_10171","d00c3ca4aa2df69f978eefbbe3fb03e7_7889","1304c761f7edd07127d4c6b6f249f721_7948","f8019d7ff0b2507577fd8d830299c3cc_9085"
"rbsB","","ribose ABC transporter substrate-binding protein RbsB","9","9","1","1","2877","","","","890","890","890","8777fb3be99985d899573c6a12a3dd51_10143","82cb54a66be23676d92c45561410fc22_9947","71b4f8e38d314b58d2a15397a624f579_10385","","d90f2a772ef9bba7f6f75c33978b075a_10978","53c9d146af329787812b2e1790bf32a4_10380","437f59dc9dcfa09ce2d50a324ebaf4a8_10175","d00c3ca4aa2df69f978eefbbe3fb03e7_7885","1304c761f7edd07127d4c6b6f249f721_7952","f8019d7ff0b2507577fd8d830299c3cc_9081"
