"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10332_2","NCTC10728_2","NCTC11445_2","NCTC12903_2","NCTC13359_2","NCTC13618_2","NCTC13620_2","NCTC13715_2","PAO1_2","Pa58_2"
"WP_003114687.1","","thioesterase","10","10","1","1","5172","","","","755","755","755","bff5be9a05af26abf8b302cd0b3f69e2_1456","f1bc4d4512a19bd29d7991c343d79c7a_7128","f57ec7ca82cfc8a0008cea8c3cc6a6e4_9029","e1e193540533662714034fbaf73f5d6e_1477","fbf66bbada04254cb1d7db6bed85cec5_2273","8fa835bf467b60db460d3f086747dc57_1512","d1676fa9fd9af43d40bcc74e7f0aec45_1572","9a62a93745f59da1e1aa95775073ed22_4971","252ccf95a1f36013216e1b90c752981b_9059","71007f8b45df3e0a6853be2ecfd5b6f2_1706"
"WP_003452962.1","","transporter substrate-binding domain-containing protein","10","10","1","1","2096","","","","1157","1157","1157","bff5be9a05af26abf8b302cd0b3f69e2_3244","f1bc4d4512a19bd29d7991c343d79c7a_8884","f57ec7ca82cfc8a0008cea8c3cc6a6e4_7134","e1e193540533662714034fbaf73f5d6e_3268","fbf66bbada04254cb1d7db6bed85cec5_4295","8fa835bf467b60db460d3f086747dc57_3478","d1676fa9fd9af43d40bcc74e7f0aec45_3461","9a62a93745f59da1e1aa95775073ed22_6729","252ccf95a1f36013216e1b90c752981b_7205","71007f8b45df3e0a6853be2ecfd5b6f2_3645"
"fliQ","","flagellar biosynthesis protein FliQ","10","10","1","1","8983","","","","269","269","269","bff5be9a05af26abf8b302cd0b3f69e2_7299","f1bc4d4512a19bd29d7991c343d79c7a_1279","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2595","e1e193540533662714034fbaf73f5d6e_8145","fbf66bbada04254cb1d7db6bed85cec5_9249","8fa835bf467b60db460d3f086747dc57_8051","d1676fa9fd9af43d40bcc74e7f0aec45_8027","9a62a93745f59da1e1aa95775073ed22_11346","252ccf95a1f36013216e1b90c752981b_3074","71007f8b45df3e0a6853be2ecfd5b6f2_8876"
"tpsB2","","two-partner secretion system transporter TpsB2","10","10","1","1","7078","","","","1688","1688","1688","bff5be9a05af26abf8b302cd0b3f69e2_83","f1bc4d4512a19bd29d7991c343d79c7a_5741","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10510","e1e193540533662714034fbaf73f5d6e_90","fbf66bbada04254cb1d7db6bed85cec5_835","8fa835bf467b60db460d3f086747dc57_83","d1676fa9fd9af43d40bcc74e7f0aec45_83","9a62a93745f59da1e1aa95775073ed22_3534","252ccf95a1f36013216e1b90c752981b_87","71007f8b45df3e0a6853be2ecfd5b6f2_87"
"WP_016852222.1","","cytosine permease","10","10","1","1","6701","","","","1442","1442","1442","bff5be9a05af26abf8b302cd0b3f69e2_10808","f1bc4d4512a19bd29d7991c343d79c7a_4665","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11588","e1e193540533662714034fbaf73f5d6e_11949","fbf66bbada04254cb1d7db6bed85cec5_12999","8fa835bf467b60db460d3f086747dc57_11938","d1676fa9fd9af43d40bcc74e7f0aec45_12015","9a62a93745f59da1e1aa95775073ed22_2337","252ccf95a1f36013216e1b90c752981b_11010","71007f8b45df3e0a6853be2ecfd5b6f2_12786"
"WP_003455499.1","","NADP(H)-dependent aldo-keto reductase","10","10","1","1","3886","","","","1037","1037","1037","bff5be9a05af26abf8b302cd0b3f69e2_9368","f1bc4d4512a19bd29d7991c343d79c7a_3217","f57ec7ca82cfc8a0008cea8c3cc6a6e4_302","e1e193540533662714034fbaf73f5d6e_10245","fbf66bbada04254cb1d7db6bed85cec5_11239","8fa835bf467b60db460d3f086747dc57_10512","d1676fa9fd9af43d40bcc74e7f0aec45_10314","9a62a93745f59da1e1aa95775073ed22_813","252ccf95a1f36013216e1b90c752981b_9538","71007f8b45df3e0a6853be2ecfd5b6f2_11036"
"WP_003118275.1","","ABC transporter substrate-binding protein","10","10","1","1","2945","","","","779","779","779","bff5be9a05af26abf8b302cd0b3f69e2_2057","f1bc4d4512a19bd29d7991c343d79c7a_7735","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8422","e1e193540533662714034fbaf73f5d6e_1996","fbf66bbada04254cb1d7db6bed85cec5_3016","8fa835bf467b60db460d3f086747dc57_2169","d1676fa9fd9af43d40bcc74e7f0aec45_2177","9a62a93745f59da1e1aa95775073ed22_5548","252ccf95a1f36013216e1b90c752981b_8435","71007f8b45df3e0a6853be2ecfd5b6f2_2335"
"WP_003117235.1","","triphosphoribosyl-dephospho-CoA synthase","10","10","1","1","8187","","","","881","881","881","bff5be9a05af26abf8b302cd0b3f69e2_425","f1bc4d4512a19bd29d7991c343d79c7a_6097","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10162","e1e193540533662714034fbaf73f5d6e_436","fbf66bbada04254cb1d7db6bed85cec5_1185","8fa835bf467b60db460d3f086747dc57_439","d1676fa9fd9af43d40bcc74e7f0aec45_431","9a62a93745f59da1e1aa95775073ed22_3898","252ccf95a1f36013216e1b90c752981b_441","71007f8b45df3e0a6853be2ecfd5b6f2_445"
"WP_003120217.1","","hypothetical protein","10","10","1","1","3718","","","","425","425","425","bff5be9a05af26abf8b302cd0b3f69e2_6415","f1bc4d4512a19bd29d7991c343d79c7a_393","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5212","e1e193540533662714034fbaf73f5d6e_6997","fbf66bbada04254cb1d7db6bed85cec5_8339","8fa835bf467b60db460d3f086747dc57_7053","d1676fa9fd9af43d40bcc74e7f0aec45_7119","9a62a93745f59da1e1aa95775073ed22_10452","252ccf95a1f36013216e1b90c752981b_4005","71007f8b45df3e0a6853be2ecfd5b6f2_7848"
"WP_003138828.1","","hypothetical protein","10","10","1","1","8723","","","","416","416","416","bff5be9a05af26abf8b302cd0b3f69e2_4532","f1bc4d4512a19bd29d7991c343d79c7a_10186","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5852","e1e193540533662714034fbaf73f5d6e_4544","fbf66bbada04254cb1d7db6bed85cec5_5707","8fa835bf467b60db460d3f086747dc57_4798","d1676fa9fd9af43d40bcc74e7f0aec45_4787","9a62a93745f59da1e1aa95775073ed22_8234","252ccf95a1f36013216e1b90c752981b_5881","71007f8b45df3e0a6853be2ecfd5b6f2_5106"
"WP_003119411.1","","slipin family protein","10","10","1","1","4985","","","","1145","1145","1145","bff5be9a05af26abf8b302cd0b3f69e2_9683","f1bc4d4512a19bd29d7991c343d79c7a_3532","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12681","e1e193540533662714034fbaf73f5d6e_10810","fbf66bbada04254cb1d7db6bed85cec5_11818","8fa835bf467b60db460d3f086747dc57_10829","d1676fa9fd9af43d40bcc74e7f0aec45_10864","9a62a93745f59da1e1aa95775073ed22_1170","252ccf95a1f36013216e1b90c752981b_9866","71007f8b45df3e0a6853be2ecfd5b6f2_11547"
"WP_003104396.1","","NAD(P)-dependent oxidoreductase","10","10","1","1","5489","","","","866","866","866","bff5be9a05af26abf8b302cd0b3f69e2_7032","f1bc4d4512a19bd29d7991c343d79c7a_1010","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2862","e1e193540533662714034fbaf73f5d6e_7704","fbf66bbada04254cb1d7db6bed85cec5_8974","8fa835bf467b60db460d3f086747dc57_7780","d1676fa9fd9af43d40bcc74e7f0aec45_7754","9a62a93745f59da1e1aa95775073ed22_11081","252ccf95a1f36013216e1b90c752981b_3346","71007f8b45df3e0a6853be2ecfd5b6f2_8607"
"WP_003113090.1","","TauD/TfdA family dioxygenase","10","10","1","1","3584","","","","887","887","887","bff5be9a05af26abf8b302cd0b3f69e2_5483","f1bc4d4512a19bd29d7991c343d79c7a_11200","f57ec7ca82cfc8a0008cea8c3cc6a6e4_4178","e1e193540533662714034fbaf73f5d6e_5914","fbf66bbada04254cb1d7db6bed85cec5_7183","8fa835bf467b60db460d3f086747dc57_6097","d1676fa9fd9af43d40bcc74e7f0aec45_6189","9a62a93745f59da1e1aa95775073ed22_9261","252ccf95a1f36013216e1b90c752981b_4932","71007f8b45df3e0a6853be2ecfd5b6f2_6578"
"WP_010792375.1","","ABC transporter ATP-binding protein","10","10","1","1","7426","","","","1610","1610","1610","bff5be9a05af26abf8b302cd0b3f69e2_6035","f1bc4d4512a19bd29d7991c343d79c7a_11692","f57ec7ca82cfc8a0008cea8c3cc6a6e4_4824","e1e193540533662714034fbaf73f5d6e_6608","fbf66bbada04254cb1d7db6bed85cec5_7759","8fa835bf467b60db460d3f086747dc57_6669","d1676fa9fd9af43d40bcc74e7f0aec45_6729","9a62a93745f59da1e1aa95775073ed22_9854","252ccf95a1f36013216e1b90c752981b_4401","71007f8b45df3e0a6853be2ecfd5b6f2_7466"
"clsB","","cardiolipin synthase ClsB","10","10","1","1","7532","","","","1205","1205","1205","bff5be9a05af26abf8b302cd0b3f69e2_5841","f1bc4d4512a19bd29d7991c343d79c7a_11506","f57ec7ca82cfc8a0008cea8c3cc6a6e4_4640","e1e193540533662714034fbaf73f5d6e_6424","fbf66bbada04254cb1d7db6bed85cec5_7543","8fa835bf467b60db460d3f086747dc57_6473","d1676fa9fd9af43d40bcc74e7f0aec45_6533","9a62a93745f59da1e1aa95775073ed22_9670","252ccf95a1f36013216e1b90c752981b_4604","71007f8b45df3e0a6853be2ecfd5b6f2_7274"
"WP_003162120.1","","sensor histidine kinase","10","10","1","1","8337","","","","1340","1340","1340","bff5be9a05af26abf8b302cd0b3f69e2_4699","f1bc4d4512a19bd29d7991c343d79c7a_10370","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5684","e1e193540533662714034fbaf73f5d6e_4702","fbf66bbada04254cb1d7db6bed85cec5_5883","8fa835bf467b60db460d3f086747dc57_5027","d1676fa9fd9af43d40bcc74e7f0aec45_5030","9a62a93745f59da1e1aa95775073ed22_8481","252ccf95a1f36013216e1b90c752981b_5720","71007f8b45df3e0a6853be2ecfd5b6f2_5387"
"WP_003107001.1","","porin","10","10","1","1","937","","","","1199","1199","1199","bff5be9a05af26abf8b302cd0b3f69e2_6211","f1bc4d4512a19bd29d7991c343d79c7a_11868","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5006","e1e193540533662714034fbaf73f5d6e_6787","fbf66bbada04254cb1d7db6bed85cec5_7933","8fa835bf467b60db460d3f086747dc57_6849","d1676fa9fd9af43d40bcc74e7f0aec45_6907","9a62a93745f59da1e1aa95775073ed22_10030","252ccf95a1f36013216e1b90c752981b_4226","71007f8b45df3e0a6853be2ecfd5b6f2_7642"
"WP_019725972.1","","TolC family protein","10","10","1","1","9229","","","","1448","1448","1448","bff5be9a05af26abf8b302cd0b3f69e2_7730","f1bc4d4512a19bd29d7991c343d79c7a_1727","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2174","e1e193540533662714034fbaf73f5d6e_8382","fbf66bbada04254cb1d7db6bed85cec5_9678","8fa835bf467b60db460d3f086747dc57_8450","d1676fa9fd9af43d40bcc74e7f0aec45_8428","9a62a93745f59da1e1aa95775073ed22_11814","252ccf95a1f36013216e1b90c752981b_2638","71007f8b45df3e0a6853be2ecfd5b6f2_9317"
"WP_003118882.1","","NAD(P)/FAD-dependent oxidoreductase","10","10","1","1","5866","","","","1178","1178","1178","bff5be9a05af26abf8b302cd0b3f69e2_1135","f1bc4d4512a19bd29d7991c343d79c7a_6813","f57ec7ca82cfc8a0008cea8c3cc6a6e4_9454","e1e193540533662714034fbaf73f5d6e_1156","fbf66bbada04254cb1d7db6bed85cec5_1925","8fa835bf467b60db460d3f086747dc57_1179","d1676fa9fd9af43d40bcc74e7f0aec45_1239","9a62a93745f59da1e1aa95775073ed22_4614","252ccf95a1f36013216e1b90c752981b_1166","71007f8b45df3e0a6853be2ecfd5b6f2_1253"
"WP_003088087.1","","hypothetical protein","10","10","1","1","3714","","","","209","209","209","bff5be9a05af26abf8b302cd0b3f69e2_6423","f1bc4d4512a19bd29d7991c343d79c7a_401","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5220","e1e193540533662714034fbaf73f5d6e_7005","fbf66bbada04254cb1d7db6bed85cec5_8347","8fa835bf467b60db460d3f086747dc57_7061","d1676fa9fd9af43d40bcc74e7f0aec45_7127","9a62a93745f59da1e1aa95775073ed22_10460","252ccf95a1f36013216e1b90c752981b_3996","71007f8b45df3e0a6853be2ecfd5b6f2_7856"
"WP_003120261.1","","LLM class flavin-dependent oxidoreductase","10","10","1","1","7458","","","","1079","1079","1079","bff5be9a05af26abf8b302cd0b3f69e2_5977","f1bc4d4512a19bd29d7991c343d79c7a_11632","f57ec7ca82cfc8a0008cea8c3cc6a6e4_4766","e1e193540533662714034fbaf73f5d6e_6548","fbf66bbada04254cb1d7db6bed85cec5_7689","8fa835bf467b60db460d3f086747dc57_6603","d1676fa9fd9af43d40bcc74e7f0aec45_6663","9a62a93745f59da1e1aa95775073ed22_9796","252ccf95a1f36013216e1b90c752981b_4466","71007f8b45df3e0a6853be2ecfd5b6f2_7408"
"WP_003099218.1","","YaiI/YqxD family protein","10","10","1","1","6510","","","","482","482","482","bff5be9a05af26abf8b302cd0b3f69e2_11123","f1bc4d4512a19bd29d7991c343d79c7a_4976","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11261","e1e193540533662714034fbaf73f5d6e_12283","fbf66bbada04254cb1d7db6bed85cec5_62","8fa835bf467b60db460d3f086747dc57_12394","d1676fa9fd9af43d40bcc74e7f0aec45_12350","9a62a93745f59da1e1aa95775073ed22_2648","252ccf95a1f36013216e1b90c752981b_11339","71007f8b45df3e0a6853be2ecfd5b6f2_13126"
"WP_003120403.1","","3-hydroxyacyl-CoA dehydrogenase","10","10","1","1","6570","","","","1235","1235","1235","bff5be9a05af26abf8b302cd0b3f69e2_11002","f1bc4d4512a19bd29d7991c343d79c7a_4855","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11382","e1e193540533662714034fbaf73f5d6e_12162","fbf66bbada04254cb1d7db6bed85cec5_13207","8fa835bf467b60db460d3f086747dc57_12271","d1676fa9fd9af43d40bcc74e7f0aec45_12227","9a62a93745f59da1e1aa95775073ed22_2527","252ccf95a1f36013216e1b90c752981b_11212","71007f8b45df3e0a6853be2ecfd5b6f2_13005"
"WP_003104401.1","","DUF1287 domain-containing protein","10","10","1","1","5486","","","","596","596","596","bff5be9a05af26abf8b302cd0b3f69e2_7038","f1bc4d4512a19bd29d7991c343d79c7a_1016","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2856","e1e193540533662714034fbaf73f5d6e_7710","fbf66bbada04254cb1d7db6bed85cec5_8980","8fa835bf467b60db460d3f086747dc57_7786","d1676fa9fd9af43d40bcc74e7f0aec45_7760","9a62a93745f59da1e1aa95775073ed22_11087","252ccf95a1f36013216e1b90c752981b_3340","71007f8b45df3e0a6853be2ecfd5b6f2_8613"
"group_9394","gspD","type II secretion system secretin GspD","10","10","1","1","3716","","","","2330","2330","2330","bff5be9a05af26abf8b302cd0b3f69e2_6419","f1bc4d4512a19bd29d7991c343d79c7a_397","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5216","e1e193540533662714034fbaf73f5d6e_7001","fbf66bbada04254cb1d7db6bed85cec5_8343","8fa835bf467b60db460d3f086747dc57_7057","d1676fa9fd9af43d40bcc74e7f0aec45_7123","9a62a93745f59da1e1aa95775073ed22_10456","252ccf95a1f36013216e1b90c752981b_4000","71007f8b45df3e0a6853be2ecfd5b6f2_7852"
"WP_003095756.1","","glycosyltransferase","10","10","1","1","1291","","","","884","884","884","bff5be9a05af26abf8b302cd0b3f69e2_10606","f1bc4d4512a19bd29d7991c343d79c7a_4467","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11786","e1e193540533662714034fbaf73f5d6e_11753","fbf66bbada04254cb1d7db6bed85cec5_12791","8fa835bf467b60db460d3f086747dc57_11736","d1676fa9fd9af43d40bcc74e7f0aec45_11809","9a62a93745f59da1e1aa95775073ed22_2137","252ccf95a1f36013216e1b90c752981b_10810","71007f8b45df3e0a6853be2ecfd5b6f2_12588"
"WP_003132628.1","","helix-turn-helix transcriptional regulator","10","10","1","1","2908","","","","881","881","881","bff5be9a05af26abf8b302cd0b3f69e2_2123","f1bc4d4512a19bd29d7991c343d79c7a_7807","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8356","e1e193540533662714034fbaf73f5d6e_2062","fbf66bbada04254cb1d7db6bed85cec5_3086","8fa835bf467b60db460d3f086747dc57_2239","d1676fa9fd9af43d40bcc74e7f0aec45_2247","9a62a93745f59da1e1aa95775073ed22_5620","252ccf95a1f36013216e1b90c752981b_8367","71007f8b45df3e0a6853be2ecfd5b6f2_2407"
"WP_003117834.1","","ABC transporter permease","10","10","1","1","3581","","","","866","866","866","bff5be9a05af26abf8b302cd0b3f69e2_5489","f1bc4d4512a19bd29d7991c343d79c7a_11206","f57ec7ca82cfc8a0008cea8c3cc6a6e4_4184","e1e193540533662714034fbaf73f5d6e_5920","fbf66bbada04254cb1d7db6bed85cec5_7189","8fa835bf467b60db460d3f086747dc57_6103","d1676fa9fd9af43d40bcc74e7f0aec45_6195","9a62a93745f59da1e1aa95775073ed22_9267","252ccf95a1f36013216e1b90c752981b_4926","71007f8b45df3e0a6853be2ecfd5b6f2_6584"
"WP_003114450.1","","hypothetical protein","10","10","1","1","6349","","","","404","404","404","bff5be9a05af26abf8b302cd0b3f69e2_11458","f1bc4d4512a19bd29d7991c343d79c7a_5309","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10926","e1e193540533662714034fbaf73f5d6e_12616","fbf66bbada04254cb1d7db6bed85cec5_405","8fa835bf467b60db460d3f086747dc57_12739","d1676fa9fd9af43d40bcc74e7f0aec45_12691","9a62a93745f59da1e1aa95775073ed22_2981","252ccf95a1f36013216e1b90c752981b_11678","71007f8b45df3e0a6853be2ecfd5b6f2_13461"
"WP_003096024.1","","DUF4124 domain-containing protein","10","10","1","1","6726","","","","521","521","521","bff5be9a05af26abf8b302cd0b3f69e2_10854","f1bc4d4512a19bd29d7991c343d79c7a_4711","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11542","e1e193540533662714034fbaf73f5d6e_11995","fbf66bbada04254cb1d7db6bed85cec5_13047","8fa835bf467b60db460d3f086747dc57_11986","d1676fa9fd9af43d40bcc74e7f0aec45_12063","9a62a93745f59da1e1aa95775073ed22_2383","252ccf95a1f36013216e1b90c752981b_11057","71007f8b45df3e0a6853be2ecfd5b6f2_12832"
"arnB","","UDP-4-amino-4-deoxy-L-arabinose aminotransferase","10","10","1","1","2278","","","","821","1148","1115","bff5be9a05af26abf8b302cd0b3f69e2_2854","f1bc4d4512a19bd29d7991c343d79c7a_8539","f57ec7ca82cfc8a0008cea8c3cc6a6e4_7479","e1e193540533662714034fbaf73f5d6e_2914","fbf66bbada04254cb1d7db6bed85cec5_3946","8fa835bf467b60db460d3f086747dc57_3127","d1676fa9fd9af43d40bcc74e7f0aec45_3100","9a62a93745f59da1e1aa95775073ed22_6331","252ccf95a1f36013216e1b90c752981b_7629","71007f8b45df3e0a6853be2ecfd5b6f2_3124"
"modB","","molybdate ABC transporter permease subunit","10","10","1","1","3709","","","","675","686","683","bff5be9a05af26abf8b302cd0b3f69e2_6433","f1bc4d4512a19bd29d7991c343d79c7a_411","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5230","e1e193540533662714034fbaf73f5d6e_7015","fbf66bbada04254cb1d7db6bed85cec5_8357","8fa835bf467b60db460d3f086747dc57_7071","d1676fa9fd9af43d40bcc74e7f0aec45_7137","9a62a93745f59da1e1aa95775073ed22_10470","252ccf95a1f36013216e1b90c752981b_3984","71007f8b45df3e0a6853be2ecfd5b6f2_7866"
"cntL","","pseudopaline biosynthesis protein CntL","10","10","1","1","1462","","","","791","791","791","bff5be9a05af26abf8b302cd0b3f69e2_10265","f1bc4d4512a19bd29d7991c343d79c7a_4122","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12123","e1e193540533662714034fbaf73f5d6e_11414","fbf66bbada04254cb1d7db6bed85cec5_12448","8fa835bf467b60db460d3f086747dc57_11393","d1676fa9fd9af43d40bcc74e7f0aec45_11466","9a62a93745f59da1e1aa95775073ed22_1796","252ccf95a1f36013216e1b90c752981b_10457","71007f8b45df3e0a6853be2ecfd5b6f2_12247"
"WP_003086962.1","","helix-turn-helix transcriptional regulator","10","10","1","1","9071","","","","506","506","506","bff5be9a05af26abf8b302cd0b3f69e2_7443","f1bc4d4512a19bd29d7991c343d79c7a_1434","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2453","e1e193540533662714034fbaf73f5d6e_7843","fbf66bbada04254cb1d7db6bed85cec5_9375","8fa835bf467b60db460d3f086747dc57_8175","d1676fa9fd9af43d40bcc74e7f0aec45_8149","9a62a93745f59da1e1aa95775073ed22_11502","252ccf95a1f36013216e1b90c752981b_2922","71007f8b45df3e0a6853be2ecfd5b6f2_9030"
"WP_034025589.1","","non-ribosomal peptide synthetase","10","10","1","1","5169","","","","4316","4316","4316","bff5be9a05af26abf8b302cd0b3f69e2_1462","f1bc4d4512a19bd29d7991c343d79c7a_7134","f57ec7ca82cfc8a0008cea8c3cc6a6e4_9023","e1e193540533662714034fbaf73f5d6e_1483","fbf66bbada04254cb1d7db6bed85cec5_2279","8fa835bf467b60db460d3f086747dc57_1518","d1676fa9fd9af43d40bcc74e7f0aec45_1578","9a62a93745f59da1e1aa95775073ed22_4977","252ccf95a1f36013216e1b90c752981b_9051","71007f8b45df3e0a6853be2ecfd5b6f2_1712"
"group_9403","gspG","type II secretion system major pseudopilin GspG","10","10","1","1","8324","","","","434","434","434","bff5be9a05af26abf8b302cd0b3f69e2_4725","f1bc4d4512a19bd29d7991c343d79c7a_10396","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5658","e1e193540533662714034fbaf73f5d6e_4728","fbf66bbada04254cb1d7db6bed85cec5_5909","8fa835bf467b60db460d3f086747dc57_5053","d1676fa9fd9af43d40bcc74e7f0aec45_5056","9a62a93745f59da1e1aa95775073ed22_8507","252ccf95a1f36013216e1b90c752981b_5694","71007f8b45df3e0a6853be2ecfd5b6f2_5417"
"WP_003121195.1","","AraC family transcriptional regulator","10","10","1","1","1259","","","","1073","1073","1073","bff5be9a05af26abf8b302cd0b3f69e2_10672","f1bc4d4512a19bd29d7991c343d79c7a_4531","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11722","e1e193540533662714034fbaf73f5d6e_11817","fbf66bbada04254cb1d7db6bed85cec5_12861","8fa835bf467b60db460d3f086747dc57_11804","d1676fa9fd9af43d40bcc74e7f0aec45_11877","9a62a93745f59da1e1aa95775073ed22_2201","252ccf95a1f36013216e1b90c752981b_10874","71007f8b45df3e0a6853be2ecfd5b6f2_12652"
"cysQ","","3'(2'),5'-bisphosphate nucleotidase CysQ","10","10","1","1","6584","","","","821","821","821","bff5be9a05af26abf8b302cd0b3f69e2_10974","f1bc4d4512a19bd29d7991c343d79c7a_4827","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11410","e1e193540533662714034fbaf73f5d6e_12134","fbf66bbada04254cb1d7db6bed85cec5_13179","8fa835bf467b60db460d3f086747dc57_12243","d1676fa9fd9af43d40bcc74e7f0aec45_12199","9a62a93745f59da1e1aa95775073ed22_2499","252ccf95a1f36013216e1b90c752981b_11178","71007f8b45df3e0a6853be2ecfd5b6f2_12977"
"WP_003092502.1","","O-acetyl-ADP-ribose deacetylase","10","10","1","1","2637","","","","518","521","520","bff5be9a05af26abf8b302cd0b3f69e2_2567","f1bc4d4512a19bd29d7991c343d79c7a_8249","f57ec7ca82cfc8a0008cea8c3cc6a6e4_7900","e1e193540533662714034fbaf73f5d6e_2498","fbf66bbada04254cb1d7db6bed85cec5_3530","8fa835bf467b60db460d3f086747dc57_2708","d1676fa9fd9af43d40bcc74e7f0aec45_2801","9a62a93745f59da1e1aa95775073ed22_6044","252ccf95a1f36013216e1b90c752981b_7929","71007f8b45df3e0a6853be2ecfd5b6f2_2835"
"WP_003117983.1","","nitronate monooxygenase","10","10","1","1","6036","","","","968","968","968","bff5be9a05af26abf8b302cd0b3f69e2_1308","f1bc4d4512a19bd29d7991c343d79c7a_6980","f57ec7ca82cfc8a0008cea8c3cc6a6e4_9177","e1e193540533662714034fbaf73f5d6e_1329","fbf66bbada04254cb1d7db6bed85cec5_2125","8fa835bf467b60db460d3f086747dc57_1364","d1676fa9fd9af43d40bcc74e7f0aec45_1424","9a62a93745f59da1e1aa95775073ed22_4823","252ccf95a1f36013216e1b90c752981b_1376","71007f8b45df3e0a6853be2ecfd5b6f2_1558"
"WP_003095105.1","","DUF4345 family protein","10","10","1","1","9568","","","","449","449","449","bff5be9a05af26abf8b302cd0b3f69e2_9982","f1bc4d4512a19bd29d7991c343d79c7a_3863","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12382","e1e193540533662714034fbaf73f5d6e_11155","fbf66bbada04254cb1d7db6bed85cec5_12155","8fa835bf467b60db460d3f086747dc57_11130","d1676fa9fd9af43d40bcc74e7f0aec45_11203","9a62a93745f59da1e1aa95775073ed22_1537","252ccf95a1f36013216e1b90c752981b_10181","71007f8b45df3e0a6853be2ecfd5b6f2_11988"
"phnG","","phosphonate C-P lyase system protein PhnG","10","10","1","1","2118","","","","458","458","458","bff5be9a05af26abf8b302cd0b3f69e2_3198","f1bc4d4512a19bd29d7991c343d79c7a_8849","f57ec7ca82cfc8a0008cea8c3cc6a6e4_7169","e1e193540533662714034fbaf73f5d6e_3224","fbf66bbada04254cb1d7db6bed85cec5_4260","8fa835bf467b60db460d3f086747dc57_3443","d1676fa9fd9af43d40bcc74e7f0aec45_3416","9a62a93745f59da1e1aa95775073ed22_6683","252ccf95a1f36013216e1b90c752981b_7243","71007f8b45df3e0a6853be2ecfd5b6f2_3602"
"WP_003098209.1","","3'-kinase","10","10","1","1","3705","","","","821","827","825","bff5be9a05af26abf8b302cd0b3f69e2_6441","f1bc4d4512a19bd29d7991c343d79c7a_419","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5238","e1e193540533662714034fbaf73f5d6e_7023","fbf66bbada04254cb1d7db6bed85cec5_8365","8fa835bf467b60db460d3f086747dc57_7079","d1676fa9fd9af43d40bcc74e7f0aec45_7145","9a62a93745f59da1e1aa95775073ed22_10478","252ccf95a1f36013216e1b90c752981b_3976","71007f8b45df3e0a6853be2ecfd5b6f2_7874"
"ampD","","1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD","10","10","1","1","3973","","","","566","566","566","bff5be9a05af26abf8b302cd0b3f69e2_9544","f1bc4d4512a19bd29d7991c343d79c7a_3393","f57ec7ca82cfc8a0008cea8c3cc6a6e4_126","e1e193540533662714034fbaf73f5d6e_10421","fbf66bbada04254cb1d7db6bed85cec5_11419","8fa835bf467b60db460d3f086747dc57_10690","d1676fa9fd9af43d40bcc74e7f0aec45_10492","9a62a93745f59da1e1aa95775073ed22_989","252ccf95a1f36013216e1b90c752981b_9729","71007f8b45df3e0a6853be2ecfd5b6f2_11212"
