"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","M16808_2","NCTC11902_2","NCTC12977_2","NCTC13276_2","NCTC7465_2","NCTC7466_2","OXC141_2","R6_2","SNP994038_2","SNP994039_2"
"WP_000587444.1","","bifunctional riboflavin kinase/FAD synthetase","10","10","1","1","1959","","","","917","917","917","4e0ebb2f352ce5f77c4dc810bc08f662_3310","5304d155c86e7e0505652cd3398fab91_2119","c9f86137e46aba7d7655704f281d0e42_1151","d85e8842589287b51ccafc8c2ab682fd_2027","72423b0a20e1eaaa23e55b78118edd99_3237","0983e9ef5d2d51f2c7fe65caad871066_1904","071df2bd90ec8224320f416a082a7ee2_2147","f80477e6bb8d2c709ffd872956318dda_2157","29d2a391aac6e81216e86f42a012931d_2444","4903566b198540aa48641e5fce1361b3_2444"
"WP_001283896.1","","TrkA family potassium uptake protein","10","10","1","1","2524","","","","665","665","665","4e0ebb2f352ce5f77c4dc810bc08f662_1432","5304d155c86e7e0505652cd3398fab91_222","c9f86137e46aba7d7655704f281d0e42_3655","d85e8842589287b51ccafc8c2ab682fd_164","72423b0a20e1eaaa23e55b78118edd99_799","0983e9ef5d2d51f2c7fe65caad871066_164","071df2bd90ec8224320f416a082a7ee2_256","f80477e6bb8d2c709ffd872956318dda_172","29d2a391aac6e81216e86f42a012931d_289","4903566b198540aa48641e5fce1361b3_289"
"WP_000638502.1","","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","10","10","1","1","234","","","","707","707","707","4e0ebb2f352ce5f77c4dc810bc08f662_3573","5304d155c86e7e0505652cd3398fab91_2408","c9f86137e46aba7d7655704f281d0e42_1416","d85e8842589287b51ccafc8c2ab682fd_2291","72423b0a20e1eaaa23e55b78118edd99_3055","0983e9ef5d2d51f2c7fe65caad871066_2305","071df2bd90ec8224320f416a082a7ee2_2407","f80477e6bb8d2c709ffd872956318dda_2438","29d2a391aac6e81216e86f42a012931d_2749","4903566b198540aa48641e5fce1361b3_2749"
"pepC","","aminopeptidase C","10","10","1","1","2152","","","","1334","1334","1334","4e0ebb2f352ce5f77c4dc810bc08f662_1805","5304d155c86e7e0505652cd3398fab91_607","c9f86137e46aba7d7655704f281d0e42_4028","d85e8842589287b51ccafc8c2ab682fd_545","72423b0a20e1eaaa23e55b78118edd99_428","0983e9ef5d2d51f2c7fe65caad871066_545","071df2bd90ec8224320f416a082a7ee2_643","f80477e6bb8d2c709ffd872956318dda_574","29d2a391aac6e81216e86f42a012931d_718","4903566b198540aa48641e5fce1361b3_718"
"aguA","","agmatine deiminase","10","10","1","1","1438","","","","1085","1085","1085","4e0ebb2f352ce5f77c4dc810bc08f662_2936","5304d155c86e7e0505652cd3398fab91_1730","c9f86137e46aba7d7655704f281d0e42_771","d85e8842589287b51ccafc8c2ab682fd_1638","72423b0a20e1eaaa23e55b78118edd99_3697","0983e9ef5d2d51f2c7fe65caad871066_1652","071df2bd90ec8224320f416a082a7ee2_1740","f80477e6bb8d2c709ffd872956318dda_1763","29d2a391aac6e81216e86f42a012931d_2014","4903566b198540aa48641e5fce1361b3_2014"
"WP_000609885.1","","alcohol dehydrogenase catalytic domain-containing protein","10","10","1","1","235","","","","1022","1022","1022","4e0ebb2f352ce5f77c4dc810bc08f662_3571","5304d155c86e7e0505652cd3398fab91_2406","c9f86137e46aba7d7655704f281d0e42_1414","d85e8842589287b51ccafc8c2ab682fd_2289","72423b0a20e1eaaa23e55b78118edd99_3057","0983e9ef5d2d51f2c7fe65caad871066_2303","071df2bd90ec8224320f416a082a7ee2_2405","f80477e6bb8d2c709ffd872956318dda_2436","29d2a391aac6e81216e86f42a012931d_2747","4903566b198540aa48641e5fce1361b3_2747"
"WP_001097986.1","","hemolysin III family protein","10","10","1","1","1850","","","","647","647","647","4e0ebb2f352ce5f77c4dc810bc08f662_3914","5304d155c86e7e0505652cd3398fab91_2752","c9f86137e46aba7d7655704f281d0e42_1769","d85e8842589287b51ccafc8c2ab682fd_2633","72423b0a20e1eaaa23e55b78118edd99_2717","0983e9ef5d2d51f2c7fe65caad871066_2647","071df2bd90ec8224320f416a082a7ee2_2727","f80477e6bb8d2c709ffd872956318dda_2797","29d2a391aac6e81216e86f42a012931d_3106","4903566b198540aa48641e5fce1361b3_3106"
"WP_001102214.1","","proteinase","10","10","1","1","1865","","","","725","725","725","4e0ebb2f352ce5f77c4dc810bc08f662_3884","5304d155c86e7e0505652cd3398fab91_2722","c9f86137e46aba7d7655704f281d0e42_1739","d85e8842589287b51ccafc8c2ab682fd_2605","72423b0a20e1eaaa23e55b78118edd99_2747","0983e9ef5d2d51f2c7fe65caad871066_2619","071df2bd90ec8224320f416a082a7ee2_2699","f80477e6bb8d2c709ffd872956318dda_2767","29d2a391aac6e81216e86f42a012931d_3078","4903566b198540aa48641e5fce1361b3_3078"
"WP_000831078.1","","sensor histidine kinase","10","10","1","1","2306","","","","1691","1691","1691","4e0ebb2f352ce5f77c4dc810bc08f662_2440","5304d155c86e7e0505652cd3398fab91_1246","c9f86137e46aba7d7655704f281d0e42_275","d85e8842589287b51ccafc8c2ab682fd_1162","72423b0a20e1eaaa23e55b78118edd99_4155","0983e9ef5d2d51f2c7fe65caad871066_1176","071df2bd90ec8224320f416a082a7ee2_1266","f80477e6bb8d2c709ffd872956318dda_1253","29d2a391aac6e81216e86f42a012931d_1460","4903566b198540aa48641e5fce1361b3_1460"
"galU","","UTP--glucose-1-phosphate uridylyltransferase GalU","10","10","1","1","1100","","","","899","899","899","4e0ebb2f352ce5f77c4dc810bc08f662_893","5304d155c86e7e0505652cd3398fab91_4045","c9f86137e46aba7d7655704f281d0e42_3112","d85e8842589287b51ccafc8c2ab682fd_3925","72423b0a20e1eaaa23e55b78118edd99_1366","0983e9ef5d2d51f2c7fe65caad871066_3939","071df2bd90ec8224320f416a082a7ee2_4037","f80477e6bb8d2c709ffd872956318dda_4156","29d2a391aac6e81216e86f42a012931d_4635","4903566b198540aa48641e5fce1361b3_4635"
"group_2340","pstB","phosphate ABC transporter ATP-binding protein","10","10","1","1","1906","","","","803","803","803","4e0ebb2f352ce5f77c4dc810bc08f662_3808","5304d155c86e7e0505652cd3398fab91_2622","c9f86137e46aba7d7655704f281d0e42_1663","d85e8842589287b51ccafc8c2ab682fd_2507","72423b0a20e1eaaa23e55b78118edd99_2845","0983e9ef5d2d51f2c7fe65caad871066_2521","071df2bd90ec8224320f416a082a7ee2_2597","f80477e6bb8d2c709ffd872956318dda_2665","29d2a391aac6e81216e86f42a012931d_2967","4903566b198540aa48641e5fce1361b3_2967"
"WP_000777248.1","","ABC transporter permease","10","10","1","1","995","","","","959","959","959","4e0ebb2f352ce5f77c4dc810bc08f662_302","5304d155c86e7e0505652cd3398fab91_3468","c9f86137e46aba7d7655704f281d0e42_2521","d85e8842589287b51ccafc8c2ab682fd_3344","72423b0a20e1eaaa23e55b78118edd99_1943","0983e9ef5d2d51f2c7fe65caad871066_3358","071df2bd90ec8224320f416a082a7ee2_3468","f80477e6bb8d2c709ffd872956318dda_3553","29d2a391aac6e81216e86f42a012931d_3995","4903566b198540aa48641e5fce1361b3_3995"
"WP_000743330.1","","gamma-glutamyl-gamma-aminobutyrate hydrolase family protein","10","10","1","1","315","","","","689","689","689","4e0ebb2f352ce5f77c4dc810bc08f662_3273","5304d155c86e7e0505652cd3398fab91_2084","c9f86137e46aba7d7655704f281d0e42_1114","d85e8842589287b51ccafc8c2ab682fd_1990","72423b0a20e1eaaa23e55b78118edd99_3200","0983e9ef5d2d51f2c7fe65caad871066_1941","071df2bd90ec8224320f416a082a7ee2_2110","f80477e6bb8d2c709ffd872956318dda_2119","29d2a391aac6e81216e86f42a012931d_2402","4903566b198540aa48641e5fce1361b3_2402"
"WP_000894018.1","","VanZ family protein","10","10","1","1","2548","","","","509","509","509","4e0ebb2f352ce5f77c4dc810bc08f662_1384","5304d155c86e7e0505652cd3398fab91_172","c9f86137e46aba7d7655704f281d0e42_3609","d85e8842589287b51ccafc8c2ab682fd_114","72423b0a20e1eaaa23e55b78118edd99_849","0983e9ef5d2d51f2c7fe65caad871066_114","071df2bd90ec8224320f416a082a7ee2_210","f80477e6bb8d2c709ffd872956318dda_117","29d2a391aac6e81216e86f42a012931d_229","4903566b198540aa48641e5fce1361b3_229"
"WP_000444642.1","","ABC transporter permease","10","10","1","1","2429","","","","692","692","692","4e0ebb2f352ce5f77c4dc810bc08f662_1592","5304d155c86e7e0505652cd3398fab91_388","c9f86137e46aba7d7655704f281d0e42_3811","d85e8842589287b51ccafc8c2ab682fd_330","72423b0a20e1eaaa23e55b78118edd99_643","0983e9ef5d2d51f2c7fe65caad871066_330","071df2bd90ec8224320f416a082a7ee2_426","f80477e6bb8d2c709ffd872956318dda_348","29d2a391aac6e81216e86f42a012931d_469","4903566b198540aa48641e5fce1361b3_469"
"WP_001034415.1","","arginine repressor","10","10","1","1","290","","","","431","431","431","4e0ebb2f352ce5f77c4dc810bc08f662_3454","5304d155c86e7e0505652cd3398fab91_2289","c9f86137e46aba7d7655704f281d0e42_1297","d85e8842589287b51ccafc8c2ab682fd_2164","72423b0a20e1eaaa23e55b78118edd99_3180","0983e9ef5d2d51f2c7fe65caad871066_2178","071df2bd90ec8224320f416a082a7ee2_2288","f80477e6bb8d2c709ffd872956318dda_2302","29d2a391aac6e81216e86f42a012931d_2610","4903566b198540aa48641e5fce1361b3_2610"
"WP_000762485.1","","shikimate dehydrogenase","10","10","1","1","1885","","","","854","854","854","4e0ebb2f352ce5f77c4dc810bc08f662_3768","5304d155c86e7e0505652cd3398fab91_2580","c9f86137e46aba7d7655704f281d0e42_1623","d85e8842589287b51ccafc8c2ab682fd_2467","72423b0a20e1eaaa23e55b78118edd99_2885","0983e9ef5d2d51f2c7fe65caad871066_2481","071df2bd90ec8224320f416a082a7ee2_2557","f80477e6bb8d2c709ffd872956318dda_2624","29d2a391aac6e81216e86f42a012931d_2923","4903566b198540aa48641e5fce1361b3_2923"
"WP_000726258.1","","ABC transporter permease subunit","10","10","1","1","258","","","","2165","2165","2165","4e0ebb2f352ce5f77c4dc810bc08f662_3518","5304d155c86e7e0505652cd3398fab91_2353","c9f86137e46aba7d7655704f281d0e42_1361","d85e8842589287b51ccafc8c2ab682fd_2232","72423b0a20e1eaaa23e55b78118edd99_3116","0983e9ef5d2d51f2c7fe65caad871066_2246","071df2bd90ec8224320f416a082a7ee2_2352","f80477e6bb8d2c709ffd872956318dda_2374","29d2a391aac6e81216e86f42a012931d_2681","4903566b198540aa48641e5fce1361b3_2681"
"trxB","","thioredoxin-disulfide reductase","10","10","1","1","1858","","","","911","911","911","4e0ebb2f352ce5f77c4dc810bc08f662_3898","5304d155c86e7e0505652cd3398fab91_2736","c9f86137e46aba7d7655704f281d0e42_1753","d85e8842589287b51ccafc8c2ab682fd_2617","72423b0a20e1eaaa23e55b78118edd99_2733","0983e9ef5d2d51f2c7fe65caad871066_2631","071df2bd90ec8224320f416a082a7ee2_2711","f80477e6bb8d2c709ffd872956318dda_2781","29d2a391aac6e81216e86f42a012931d_3090","4903566b198540aa48641e5fce1361b3_3090"
"WP_000400073.1","","enoyl-CoA hydratase","10","10","1","1","1744","","","","785","785","785","4e0ebb2f352ce5f77c4dc810bc08f662_2037","5304d155c86e7e0505652cd3398fab91_829","c9f86137e46aba7d7655704f281d0e42_4260","d85e8842589287b51ccafc8c2ab682fd_767","72423b0a20e1eaaa23e55b78118edd99_188","0983e9ef5d2d51f2c7fe65caad871066_781","071df2bd90ec8224320f416a082a7ee2_859","f80477e6bb8d2c709ffd872956318dda_814","29d2a391aac6e81216e86f42a012931d_959","4903566b198540aa48641e5fce1361b3_959"
"WP_001037917.1","","membrane protein","10","10","1","1","1111","","","","572","572","572","4e0ebb2f352ce5f77c4dc810bc08f662_917","5304d155c86e7e0505652cd3398fab91_4067","c9f86137e46aba7d7655704f281d0e42_3136","d85e8842589287b51ccafc8c2ab682fd_3947","72423b0a20e1eaaa23e55b78118edd99_1340","0983e9ef5d2d51f2c7fe65caad871066_3961","071df2bd90ec8224320f416a082a7ee2_4059","f80477e6bb8d2c709ffd872956318dda_4179","29d2a391aac6e81216e86f42a012931d_4662","4903566b198540aa48641e5fce1361b3_4662"
"WP_000822864.1","","hypothetical protein","10","10","1","1","1242","","","","1595","1595","1595","4e0ebb2f352ce5f77c4dc810bc08f662_4072","5304d155c86e7e0505652cd3398fab91_2913","c9f86137e46aba7d7655704f281d0e42_1929","d85e8842589287b51ccafc8c2ab682fd_2791","72423b0a20e1eaaa23e55b78118edd99_2559","0983e9ef5d2d51f2c7fe65caad871066_2805","071df2bd90ec8224320f416a082a7ee2_2875","f80477e6bb8d2c709ffd872956318dda_2966","29d2a391aac6e81216e86f42a012931d_3287","4903566b198540aa48641e5fce1361b3_3287"
"WP_000412453.1","","LacI family DNA-binding transcriptional regulator","10","10","1","1","1665","","","","1001","1001","1001","4e0ebb2f352ce5f77c4dc810bc08f662_1881","5304d155c86e7e0505652cd3398fab91_671","c9f86137e46aba7d7655704f281d0e42_4104","d85e8842589287b51ccafc8c2ab682fd_625","72423b0a20e1eaaa23e55b78118edd99_348","0983e9ef5d2d51f2c7fe65caad871066_625","071df2bd90ec8224320f416a082a7ee2_721","f80477e6bb8d2c709ffd872956318dda_661","29d2a391aac6e81216e86f42a012931d_802","4903566b198540aa48641e5fce1361b3_802"
"WP_001193669.1","","iron chelate uptake ABC transporter family permease subunit","10","10","1","1","994","","","","956","956","956","4e0ebb2f352ce5f77c4dc810bc08f662_304","5304d155c86e7e0505652cd3398fab91_3470","c9f86137e46aba7d7655704f281d0e42_2523","d85e8842589287b51ccafc8c2ab682fd_3346","72423b0a20e1eaaa23e55b78118edd99_1941","0983e9ef5d2d51f2c7fe65caad871066_3360","071df2bd90ec8224320f416a082a7ee2_3470","f80477e6bb8d2c709ffd872956318dda_3555","29d2a391aac6e81216e86f42a012931d_3997","4903566b198540aa48641e5fce1361b3_3997"
"mreC","","rod shape-determining protein MreC","10","10","1","1","2680","","","","818","818","818","4e0ebb2f352ce5f77c4dc810bc08f662_1140","5304d155c86e7e0505652cd3398fab91_4315","c9f86137e46aba7d7655704f281d0e42_3359","d85e8842589287b51ccafc8c2ab682fd_4166","72423b0a20e1eaaa23e55b78118edd99_1129","0983e9ef5d2d51f2c7fe65caad871066_4180","071df2bd90ec8224320f416a082a7ee2_4274","f80477e6bb8d2c709ffd872956318dda_4411","29d2a391aac6e81216e86f42a012931d_4931","4903566b198540aa48641e5fce1361b3_4931"
"WP_000931162.1","","GMP reductase","10","10","1","1","250","","","","986","986","986","4e0ebb2f352ce5f77c4dc810bc08f662_3537","5304d155c86e7e0505652cd3398fab91_2372","c9f86137e46aba7d7655704f281d0e42_1380","d85e8842589287b51ccafc8c2ab682fd_2251","72423b0a20e1eaaa23e55b78118edd99_3097","0983e9ef5d2d51f2c7fe65caad871066_2265","071df2bd90ec8224320f416a082a7ee2_2371","f80477e6bb8d2c709ffd872956318dda_2393","29d2a391aac6e81216e86f42a012931d_2700","4903566b198540aa48641e5fce1361b3_2700"
"rexB","","ATP-dependent nuclease subunit B","10","10","1","1","2016","","","","3275","3275","3275","4e0ebb2f352ce5f77c4dc810bc08f662_3354","5304d155c86e7e0505652cd3398fab91_2163","c9f86137e46aba7d7655704f281d0e42_1197","d85e8842589287b51ccafc8c2ab682fd_2069","72423b0a20e1eaaa23e55b78118edd99_3281","0983e9ef5d2d51f2c7fe65caad871066_1862","071df2bd90ec8224320f416a082a7ee2_2195","f80477e6bb8d2c709ffd872956318dda_2203","29d2a391aac6e81216e86f42a012931d_2497","4903566b198540aa48641e5fce1361b3_2497"
"WP_000232209.1","","3-deoxy-7-phosphoheptulonate synthase","10","10","1","1","853","","","","1031","1031","1031","4e0ebb2f352ce5f77c4dc810bc08f662_4353","5304d155c86e7e0505652cd3398fab91_3176","c9f86137e46aba7d7655704f281d0e42_2208","d85e8842589287b51ccafc8c2ab682fd_3054","72423b0a20e1eaaa23e55b78118edd99_2308","0983e9ef5d2d51f2c7fe65caad871066_3068","071df2bd90ec8224320f416a082a7ee2_3154","f80477e6bb8d2c709ffd872956318dda_3248","29d2a391aac6e81216e86f42a012931d_3628","4903566b198540aa48641e5fce1361b3_3628"
"rsmH","","16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH","10","10","1","1","1669","","","","950","950","950","4e0ebb2f352ce5f77c4dc810bc08f662_1889","5304d155c86e7e0505652cd3398fab91_681","c9f86137e46aba7d7655704f281d0e42_4112","d85e8842589287b51ccafc8c2ab682fd_633","72423b0a20e1eaaa23e55b78118edd99_338","0983e9ef5d2d51f2c7fe65caad871066_633","071df2bd90ec8224320f416a082a7ee2_731","f80477e6bb8d2c709ffd872956318dda_669","29d2a391aac6e81216e86f42a012931d_812","4903566b198540aa48641e5fce1361b3_812"
"amaP","","alkaline shock response membrane anchor protein AmaP","10","10","1","1","948","","","","566","566","566","4e0ebb2f352ce5f77c4dc810bc08f662_160","5304d155c86e7e0505652cd3398fab91_3339","c9f86137e46aba7d7655704f281d0e42_2379","d85e8842589287b51ccafc8c2ab682fd_3219","72423b0a20e1eaaa23e55b78118edd99_2087","0983e9ef5d2d51f2c7fe65caad871066_3233","071df2bd90ec8224320f416a082a7ee2_3331","f80477e6bb8d2c709ffd872956318dda_3419","29d2a391aac6e81216e86f42a012931d_3827","4903566b198540aa48641e5fce1361b3_3827"
"sdaAA","","L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha","10","10","1","1","2498","","","","872","872","872","4e0ebb2f352ce5f77c4dc810bc08f662_1482","5304d155c86e7e0505652cd3398fab91_274","c9f86137e46aba7d7655704f281d0e42_3705","d85e8842589287b51ccafc8c2ab682fd_214","72423b0a20e1eaaa23e55b78118edd99_749","0983e9ef5d2d51f2c7fe65caad871066_214","071df2bd90ec8224320f416a082a7ee2_306","f80477e6bb8d2c709ffd872956318dda_226","29d2a391aac6e81216e86f42a012931d_358","4903566b198540aa48641e5fce1361b3_358"
"WP_000938223.1","","DUF1189 domain-containing protein","10","10","1","1","1117","","","","800","800","800","4e0ebb2f352ce5f77c4dc810bc08f662_929","5304d155c86e7e0505652cd3398fab91_4079","c9f86137e46aba7d7655704f281d0e42_3148","d85e8842589287b51ccafc8c2ab682fd_3959","72423b0a20e1eaaa23e55b78118edd99_1328","0983e9ef5d2d51f2c7fe65caad871066_3973","071df2bd90ec8224320f416a082a7ee2_4071","f80477e6bb8d2c709ffd872956318dda_4193","29d2a391aac6e81216e86f42a012931d_4682","4903566b198540aa48641e5fce1361b3_4682"
"WP_000402908.1","","PTS lactose/cellobiose transporter subunit IIA","10","10","1","1","2119","","","","320","320","320","4e0ebb2f352ce5f77c4dc810bc08f662_1743","5304d155c86e7e0505652cd3398fab91_543","c9f86137e46aba7d7655704f281d0e42_3964","d85e8842589287b51ccafc8c2ab682fd_485","72423b0a20e1eaaa23e55b78118edd99_488","0983e9ef5d2d51f2c7fe65caad871066_485","071df2bd90ec8224320f416a082a7ee2_581","f80477e6bb8d2c709ffd872956318dda_511","29d2a391aac6e81216e86f42a012931d_647","4903566b198540aa48641e5fce1361b3_647"
"WP_000694507.1","","MetQ/NlpA family ABC transporter substrate-binding protein","10","10","1","1","2432","","","","854","854","854","4e0ebb2f352ce5f77c4dc810bc08f662_1586","5304d155c86e7e0505652cd3398fab91_382","c9f86137e46aba7d7655704f281d0e42_3805","d85e8842589287b51ccafc8c2ab682fd_324","72423b0a20e1eaaa23e55b78118edd99_649","0983e9ef5d2d51f2c7fe65caad871066_324","071df2bd90ec8224320f416a082a7ee2_420","f80477e6bb8d2c709ffd872956318dda_342","29d2a391aac6e81216e86f42a012931d_463","4903566b198540aa48641e5fce1361b3_463"
"WP_001036128.1","","BMP family protein","10","10","1","1","1356","","","","1052","1052","1052","4e0ebb2f352ce5f77c4dc810bc08f662_2780","5304d155c86e7e0505652cd3398fab91_1576","c9f86137e46aba7d7655704f281d0e42_615","d85e8842589287b51ccafc8c2ab682fd_1490","72423b0a20e1eaaa23e55b78118edd99_3841","0983e9ef5d2d51f2c7fe65caad871066_1504","071df2bd90ec8224320f416a082a7ee2_1580","f80477e6bb8d2c709ffd872956318dda_1598","29d2a391aac6e81216e86f42a012931d_1821","4903566b198540aa48641e5fce1361b3_1821"
"rpoD","","RNA polymerase sigma factor RpoD","10","10","1","1","333","","","","1109","1109","1109","4e0ebb2f352ce5f77c4dc810bc08f662_3240","5304d155c86e7e0505652cd3398fab91_2049","c9f86137e46aba7d7655704f281d0e42_1079","d85e8842589287b51ccafc8c2ab682fd_1955","72423b0a20e1eaaa23e55b78118edd99_3401","0983e9ef5d2d51f2c7fe65caad871066_1976","071df2bd90ec8224320f416a082a7ee2_2079","f80477e6bb8d2c709ffd872956318dda_2082","29d2a391aac6e81216e86f42a012931d_2363","4903566b198540aa48641e5fce1361b3_2363"
"WP_000216436.1","","Asp23/Gls24 family envelope stress response protein","10","10","1","1","1717","","","","365","365","365","4e0ebb2f352ce5f77c4dc810bc08f662_2089","5304d155c86e7e0505652cd3398fab91_877","c9f86137e46aba7d7655704f281d0e42_4312","d85e8842589287b51ccafc8c2ab682fd_815","72423b0a20e1eaaa23e55b78118edd99_134","0983e9ef5d2d51f2c7fe65caad871066_829","071df2bd90ec8224320f416a082a7ee2_911","f80477e6bb8d2c709ffd872956318dda_864","29d2a391aac6e81216e86f42a012931d_1012","4903566b198540aa48641e5fce1361b3_1012"
"WP_000083614.1","","hypothetical protein","10","10","1","1","661","","","","608","608","608","4e0ebb2f352ce5f77c4dc810bc08f662_476","5304d155c86e7e0505652cd3398fab91_3650","c9f86137e46aba7d7655704f281d0e42_2695","d85e8842589287b51ccafc8c2ab682fd_3520","72423b0a20e1eaaa23e55b78118edd99_1761","0983e9ef5d2d51f2c7fe65caad871066_3534","071df2bd90ec8224320f416a082a7ee2_3646","f80477e6bb8d2c709ffd872956318dda_3734","29d2a391aac6e81216e86f42a012931d_4201","4903566b198540aa48641e5fce1361b3_4201"
"WP_000732431.1","","bacteriocin-associated integral membrane family protein","10","10","1","1","2283","","","","2021","2021","2021","4e0ebb2f352ce5f77c4dc810bc08f662_2482","5304d155c86e7e0505652cd3398fab91_1292","c9f86137e46aba7d7655704f281d0e42_317","d85e8842589287b51ccafc8c2ab682fd_1206","72423b0a20e1eaaa23e55b78118edd99_4111","0983e9ef5d2d51f2c7fe65caad871066_1220","071df2bd90ec8224320f416a082a7ee2_1310","f80477e6bb8d2c709ffd872956318dda_1297","29d2a391aac6e81216e86f42a012931d_1504","4903566b198540aa48641e5fce1361b3_1504"
"WP_000602451.1","","SP_0924 family bacteriocin-like peptide","10","10","1","1","1441","","","","221","221","221","4e0ebb2f352ce5f77c4dc810bc08f662_2942","5304d155c86e7e0505652cd3398fab91_1736","c9f86137e46aba7d7655704f281d0e42_777","d85e8842589287b51ccafc8c2ab682fd_1644","72423b0a20e1eaaa23e55b78118edd99_3691","0983e9ef5d2d51f2c7fe65caad871066_1658","071df2bd90ec8224320f416a082a7ee2_1746","f80477e6bb8d2c709ffd872956318dda_1769","29d2a391aac6e81216e86f42a012931d_2020","4903566b198540aa48641e5fce1361b3_2020"
"WP_000939545.1","","hypothetical protein","10","10","1","1","2642","","","","236","236","236","4e0ebb2f352ce5f77c4dc810bc08f662_1243","5304d155c86e7e0505652cd3398fab91_103","c9f86137e46aba7d7655704f281d0e42_3464","d85e8842589287b51ccafc8c2ab682fd_51","72423b0a20e1eaaa23e55b78118edd99_1024","0983e9ef5d2d51f2c7fe65caad871066_51","071df2bd90ec8224320f416a082a7ee2_51","f80477e6bb8d2c709ffd872956318dda_51","29d2a391aac6e81216e86f42a012931d_52","4903566b198540aa48641e5fce1361b3_52"
"WP_000039617.1","","NAD(P)H-dependent oxidoreductase","10","10","1","1","1249","","","","548","548","548","4e0ebb2f352ce5f77c4dc810bc08f662_4062","5304d155c86e7e0505652cd3398fab91_2903","c9f86137e46aba7d7655704f281d0e42_1919","d85e8842589287b51ccafc8c2ab682fd_2781","72423b0a20e1eaaa23e55b78118edd99_2565","0983e9ef5d2d51f2c7fe65caad871066_2795","071df2bd90ec8224320f416a082a7ee2_2869","f80477e6bb8d2c709ffd872956318dda_2955","29d2a391aac6e81216e86f42a012931d_3274","4903566b198540aa48641e5fce1361b3_3274"
"WP_000887717.1","","cysteine desulfurase","10","10","1","1","1382","","","","1226","1226","1226","4e0ebb2f352ce5f77c4dc810bc08f662_2828","5304d155c86e7e0505652cd3398fab91_1628","c9f86137e46aba7d7655704f281d0e42_663","d85e8842589287b51ccafc8c2ab682fd_1538","72423b0a20e1eaaa23e55b78118edd99_3795","0983e9ef5d2d51f2c7fe65caad871066_1552","071df2bd90ec8224320f416a082a7ee2_1630","f80477e6bb8d2c709ffd872956318dda_1652","29d2a391aac6e81216e86f42a012931d_1871","4903566b198540aa48641e5fce1361b3_1871"
