"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10430","NCTC10444","NCTC10537","NCTC10973","NCTC11023","NCTC12655","NCTC9008","NCTC9022","NCTC9041","NCTC9054"
"purF","","amidophosphoribosyltransferase","7","7","1","1","2783","","","","1517","1517","1517","","2000d99c1a4f4644d4dc8bc5f335fcca_3087","8291d5e9ef160a270636991509e0e85c_2845","b1b2c14e5b2eae9d99465ee4aa5d53b7_2810","f95cc3601e9bedf7c0d3dbaf7722b312_3028","","a963e031a0e9d0bd7ea9f5c201bde08a_2900","","6f47304ac79aadc337208f6d61504bf4_2767","65f1bac1425e1f84709282b5f5eed1ce_3098"
"rpnB","","recombination-promoting nuclease RpnB","7","7","1","1","2776","","","","890","902","891","","2000d99c1a4f4644d4dc8bc5f335fcca_3101","8291d5e9ef160a270636991509e0e85c_2859","b1b2c14e5b2eae9d99465ee4aa5d53b7_2824","f95cc3601e9bedf7c0d3dbaf7722b312_3042","81c24e080905d6ecc25e00770222c603_2865","a963e031a0e9d0bd7ea9f5c201bde08a_2914","","6f47304ac79aadc337208f6d61504bf4_2781",""
"hyfD","","hydrogenase 4 subunit HyfD","7","7","1","1","2992","","","","1349","1439","1413","","2000d99c1a4f4644d4dc8bc5f335fcca_2731","8291d5e9ef160a270636991509e0e85c_2542","b1b2c14e5b2eae9d99465ee4aa5d53b7_2498","f95cc3601e9bedf7c0d3dbaf7722b312_2688","81c24e080905d6ecc25e00770222c603_2501","a963e031a0e9d0bd7ea9f5c201bde08a_2597","","6f47304ac79aadc337208f6d61504bf4_2453",""
"WP_000574091.1","","GNAT family N-acetyltransferase","7","7","1","1","2737","","","","461","461","461","","2000d99c1a4f4644d4dc8bc5f335fcca_3169","8291d5e9ef160a270636991509e0e85c_2930","b1b2c14e5b2eae9d99465ee4aa5d53b7_2900","f95cc3601e9bedf7c0d3dbaf7722b312_3110","81c24e080905d6ecc25e00770222c603_2943","a963e031a0e9d0bd7ea9f5c201bde08a_2982","","6f47304ac79aadc337208f6d61504bf4_2857",""
"WP_001360244.1","","alpha-2-macroglobulin family protein","7","7","1","1","2692","","","","4388","4394","4393","","2000d99c1a4f4644d4dc8bc5f335fcca_3255","8291d5e9ef160a270636991509e0e85c_3010","b1b2c14e5b2eae9d99465ee4aa5d53b7_2988","f95cc3601e9bedf7c0d3dbaf7722b312_3192","","a963e031a0e9d0bd7ea9f5c201bde08a_3062","cf4339b1a0ea8d217cfa00a17e46d961_3408","6f47304ac79aadc337208f6d61504bf4_2939",""
"WP_000382966.1","","NupC/NupG family nucleoside CNT transporter","7","7","1","1","2624","","","","1250","1250","1250","","2000d99c1a4f4644d4dc8bc5f335fcca_3414","8291d5e9ef160a270636991509e0e85c_3139","b1b2c14e5b2eae9d99465ee4aa5d53b7_3121","f95cc3601e9bedf7c0d3dbaf7722b312_3323","","a963e031a0e9d0bd7ea9f5c201bde08a_3193","","6f47304ac79aadc337208f6d61504bf4_3072","65f1bac1425e1f84709282b5f5eed1ce_3377"
"WP_000980994.1","","hypothetical protein","7","7","1","1","6924","","","","251","251","251","","2000d99c1a4f4644d4dc8bc5f335fcca_4801","","b1b2c14e5b2eae9d99465ee4aa5d53b7_4413","","81c24e080905d6ecc25e00770222c603_4395","a963e031a0e9d0bd7ea9f5c201bde08a_4592","cf4339b1a0ea8d217cfa00a17e46d961_4981","6f47304ac79aadc337208f6d61504bf4_4344","65f1bac1425e1f84709282b5f5eed1ce_5109"
"yeaX","","carnitine monooxygenase subunit YeaX","7","7","1","1","195","","","","965","965","965","","2000d99c1a4f4644d4dc8bc5f335fcca_4299","8291d5e9ef160a270636991509e0e85c_3755","b1b2c14e5b2eae9d99465ee4aa5d53b7_3923","f95cc3601e9bedf7c0d3dbaf7722b312_4021","81c24e080905d6ecc25e00770222c603_3895","a963e031a0e9d0bd7ea9f5c201bde08a_4082","","6f47304ac79aadc337208f6d61504bf4_3844",""
"yeaW","","carnitine monooxygenase subunit YeaW","7","7","1","1","194","","","","1124","1124","1124","","2000d99c1a4f4644d4dc8bc5f335fcca_4301","8291d5e9ef160a270636991509e0e85c_3757","b1b2c14e5b2eae9d99465ee4aa5d53b7_3925","f95cc3601e9bedf7c0d3dbaf7722b312_4023","81c24e080905d6ecc25e00770222c603_3897","a963e031a0e9d0bd7ea9f5c201bde08a_4084","","6f47304ac79aadc337208f6d61504bf4_3846",""
"dmlA","","multifunctional D-malate/3-isopropylmalate/tartarate dehydrogenase","7","7","1","1","192","","","","1085","1085","1085","","2000d99c1a4f4644d4dc8bc5f335fcca_4305","8291d5e9ef160a270636991509e0e85c_3761","b1b2c14e5b2eae9d99465ee4aa5d53b7_3929","f95cc3601e9bedf7c0d3dbaf7722b312_4027","81c24e080905d6ecc25e00770222c603_3901","a963e031a0e9d0bd7ea9f5c201bde08a_4088","","6f47304ac79aadc337208f6d61504bf4_3850",""
"cfa","","cyclopropane fatty acyl phospholipid synthase","7","7","1","1","701","","","","1148","1148","1148","","2000d99c1a4f4644d4dc8bc5f335fcca_4593","8291d5e9ef160a270636991509e0e85c_4053","b1b2c14e5b2eae9d99465ee4aa5d53b7_4217","f95cc3601e9bedf7c0d3dbaf7722b312_4315","81c24e080905d6ecc25e00770222c603_4189","a963e031a0e9d0bd7ea9f5c201bde08a_4376","","6f47304ac79aadc337208f6d61504bf4_4138",""
"WP_000994333.1","","FUSC family protein","7","7","1","1","683","","","","2012","2012","2012","","2000d99c1a4f4644d4dc8bc5f335fcca_4627","8291d5e9ef160a270636991509e0e85c_4087","b1b2c14e5b2eae9d99465ee4aa5d53b7_4251","f95cc3601e9bedf7c0d3dbaf7722b312_4349","81c24e080905d6ecc25e00770222c603_4223","a963e031a0e9d0bd7ea9f5c201bde08a_4410","","6f47304ac79aadc337208f6d61504bf4_4172",""
"WP_120795389.1","","Qin prophage; protein YnfS","7","7","1","1","6926","","","","89","89","89","","2000d99c1a4f4644d4dc8bc5f335fcca_4809","","b1b2c14e5b2eae9d99465ee4aa5d53b7_4421","","81c24e080905d6ecc25e00770222c603_4403","a963e031a0e9d0bd7ea9f5c201bde08a_4600","cf4339b1a0ea8d217cfa00a17e46d961_4989","6f47304ac79aadc337208f6d61504bf4_4352","65f1bac1425e1f84709282b5f5eed1ce_5101"
"cspF","","cold shock-like protein CspF","7","7","1","1","6925","","","","212","212","212","","2000d99c1a4f4644d4dc8bc5f335fcca_4811","","b1b2c14e5b2eae9d99465ee4aa5d53b7_4423","","81c24e080905d6ecc25e00770222c603_4405","a963e031a0e9d0bd7ea9f5c201bde08a_4602","cf4339b1a0ea8d217cfa00a17e46d961_4991","6f47304ac79aadc337208f6d61504bf4_4354","65f1bac1425e1f84709282b5f5eed1ce_5099"
"lsrB","","autoinducer 2 ABC transporter substrate-binding protein LsrB","7","7","1","1","5796","","","","1022","1022","1022","","2000d99c1a4f4644d4dc8bc5f335fcca_4937","8291d5e9ef160a270636991509e0e85c_4383","b1b2c14e5b2eae9d99465ee4aa5d53b7_4522","f95cc3601e9bedf7c0d3dbaf7722b312_4555","81c24e080905d6ecc25e00770222c603_4503","a963e031a0e9d0bd7ea9f5c201bde08a_4704","","6f47304ac79aadc337208f6d61504bf4_4450",""
"WP_000830550.1","","ABC transporter substrate-binding protein","7","7","1","1","5275","","","","1550","1550","1550","","2000d99c1a4f4644d4dc8bc5f335fcca_4999","8291d5e9ef160a270636991509e0e85c_4439","b1b2c14e5b2eae9d99465ee4aa5d53b7_4580","f95cc3601e9bedf7c0d3dbaf7722b312_4689","81c24e080905d6ecc25e00770222c603_4563","a963e031a0e9d0bd7ea9f5c201bde08a_4766","","6f47304ac79aadc337208f6d61504bf4_4508",""
"WP_000979626.1","","D,D-dipeptide ABC transporter permease","7","7","1","1","5254","","","","896","896","896","","2000d99c1a4f4644d4dc8bc5f335fcca_5003","8291d5e9ef160a270636991509e0e85c_4443","b1b2c14e5b2eae9d99465ee4aa5d53b7_4584","f95cc3601e9bedf7c0d3dbaf7722b312_4693","81c24e080905d6ecc25e00770222c603_4567","","","6f47304ac79aadc337208f6d61504bf4_4512","65f1bac1425e1f84709282b5f5eed1ce_4875"
"WP_000193547.1","","ABC transporter ATP-binding protein","7","7","1","1","5255","","","","986","986","986","","2000d99c1a4f4644d4dc8bc5f335fcca_5005","8291d5e9ef160a270636991509e0e85c_4445","b1b2c14e5b2eae9d99465ee4aa5d53b7_4586","f95cc3601e9bedf7c0d3dbaf7722b312_4695","81c24e080905d6ecc25e00770222c603_4569","a963e031a0e9d0bd7ea9f5c201bde08a_4772","","6f47304ac79aadc337208f6d61504bf4_4514",""
"WP_001285536.1","","ABC transporter ATP-binding protein","7","7","1","1","5256","","","","926","926","926","","2000d99c1a4f4644d4dc8bc5f335fcca_5007","8291d5e9ef160a270636991509e0e85c_4447","b1b2c14e5b2eae9d99465ee4aa5d53b7_4588","f95cc3601e9bedf7c0d3dbaf7722b312_4697","81c24e080905d6ecc25e00770222c603_4571","a963e031a0e9d0bd7ea9f5c201bde08a_4774","","6f47304ac79aadc337208f6d61504bf4_4516",""
"hicA","","type II toxin-antitoxin system mRNA interferase toxin HicA","7","7","1","1","5218","","","","176","176","176","","2000d99c1a4f4644d4dc8bc5f335fcca_5101","8291d5e9ef160a270636991509e0e85c_4543","b1b2c14e5b2eae9d99465ee4aa5d53b7_4682","f95cc3601e9bedf7c0d3dbaf7722b312_4794","81c24e080905d6ecc25e00770222c603_4667","a963e031a0e9d0bd7ea9f5c201bde08a_4854","","6f47304ac79aadc337208f6d61504bf4_4610",""
"abgA","","p-aminobenzoyl-glutamate hydrolase subunit AbgA","7","7","1","1","6759","","","","1310","1310","1310","","2000d99c1a4f4644d4dc8bc5f335fcca_5324","","b1b2c14e5b2eae9d99465ee4aa5d53b7_4812","f95cc3601e9bedf7c0d3dbaf7722b312_4888","81c24e080905d6ecc25e00770222c603_4864","a963e031a0e9d0bd7ea9f5c201bde08a_4946","","6f47304ac79aadc337208f6d61504bf4_4790","65f1bac1425e1f84709282b5f5eed1ce_4631"
"abgB","","p-aminobenzoyl-glutamate hydrolase subunit AbgB","7","7","1","1","6760","","","","1445","1445","1445","","2000d99c1a4f4644d4dc8bc5f335fcca_5326","8291d5e9ef160a270636991509e0e85c_4703","b1b2c14e5b2eae9d99465ee4aa5d53b7_4814","f95cc3601e9bedf7c0d3dbaf7722b312_4890","81c24e080905d6ecc25e00770222c603_4866","a963e031a0e9d0bd7ea9f5c201bde08a_4948","","6f47304ac79aadc337208f6d61504bf4_4792",""
"ompG","","monomeric porin OmpG","7","7","1","1","6741","","","","905","905","905","","2000d99c1a4f4644d4dc8bc5f335fcca_5364","8291d5e9ef160a270636991509e0e85c_4741","b1b2c14e5b2eae9d99465ee4aa5d53b7_4852","f95cc3601e9bedf7c0d3dbaf7722b312_4928","","a963e031a0e9d0bd7ea9f5c201bde08a_4986","cf4339b1a0ea8d217cfa00a17e46d961_5413","6f47304ac79aadc337208f6d61504bf4_4830",""
"puuD","","gamma-glutamyl-gamma-aminobutyrate hydrolase","7","7","1","1","6700","","","","764","764","764","","2000d99c1a4f4644d4dc8bc5f335fcca_5406","8291d5e9ef160a270636991509e0e85c_4783","b1b2c14e5b2eae9d99465ee4aa5d53b7_4894","f95cc3601e9bedf7c0d3dbaf7722b312_4970","81c24e080905d6ecc25e00770222c603_4948","a963e031a0e9d0bd7ea9f5c201bde08a_5028","","6f47304ac79aadc337208f6d61504bf4_4872",""
"WP_000221855.1","","hypothetical protein","7","7","1","1","6712","","","","104","104","104","","2000d99c1a4f4644d4dc8bc5f335fcca_5442","8291d5e9ef160a270636991509e0e85c_4811","b1b2c14e5b2eae9d99465ee4aa5d53b7_4922","f95cc3601e9bedf7c0d3dbaf7722b312_4998","","a963e031a0e9d0bd7ea9f5c201bde08a_5056","","6f47304ac79aadc337208f6d61504bf4_4900","65f1bac1425e1f84709282b5f5eed1ce_4521"
"topA","","type I DNA topoisomerase","7","7","1","1","7156","","","","2597","2597","2597","","2000d99c1a4f4644d4dc8bc5f335fcca_5474","8291d5e9ef160a270636991509e0e85c_4843","b1b2c14e5b2eae9d99465ee4aa5d53b7_4954","f95cc3601e9bedf7c0d3dbaf7722b312_5030","","a963e031a0e9d0bd7ea9f5c201bde08a_5088","cf4339b1a0ea8d217cfa00a17e46d961_5509","6f47304ac79aadc337208f6d61504bf4_4932",""
"yafQ","","type II toxin-antitoxin system mRNA interferase toxin YafQ","7","7","1","1","5344","","","","278","278","278","","2000d99c1a4f4644d4dc8bc5f335fcca_7953","8291d5e9ef160a270636991509e0e85c_7014","b1b2c14e5b2eae9d99465ee4aa5d53b7_7086","","81c24e080905d6ecc25e00770222c603_7453","a963e031a0e9d0bd7ea9f5c201bde08a_7333","","6f47304ac79aadc337208f6d61504bf4_7193","65f1bac1425e1f84709282b5f5eed1ce_7806"
"WP_001131446.1","","hypothetical protein","7","7","1","1","7325","","","","119","119","119","","2000d99c1a4f4644d4dc8bc5f335fcca_5725","8291d5e9ef160a270636991509e0e85c_5062","b1b2c14e5b2eae9d99465ee4aa5d53b7_5179","f95cc3601e9bedf7c0d3dbaf7722b312_5372","81c24e080905d6ecc25e00770222c603_5241","a963e031a0e9d0bd7ea9f5c201bde08a_5313","","6f47304ac79aadc337208f6d61504bf4_5157",""
"WP_001038079.1","","capsule biosynthesis GfcC family protein","7","7","1","1","2035","","","","746","746","746","","2000d99c1a4f4644d4dc8bc5f335fcca_6171","8291d5e9ef160a270636991509e0e85c_5393","b1b2c14e5b2eae9d99465ee4aa5d53b7_5514","f95cc3601e9bedf7c0d3dbaf7722b312_5693","","a963e031a0e9d0bd7ea9f5c201bde08a_5607","","6f47304ac79aadc337208f6d61504bf4_5491","65f1bac1425e1f84709282b5f5eed1ce_3777"
"WP_000742328.1","","YjbH domain-containing protein","7","7","1","1","2038","","","","2096","2096","2096","","2000d99c1a4f4644d4dc8bc5f335fcca_6173","8291d5e9ef160a270636991509e0e85c_5395","b1b2c14e5b2eae9d99465ee4aa5d53b7_5516","f95cc3601e9bedf7c0d3dbaf7722b312_5695","81c24e080905d6ecc25e00770222c603_5633","a963e031a0e9d0bd7ea9f5c201bde08a_5609","","6f47304ac79aadc337208f6d61504bf4_5493",""
"WP_000052655.1","","aldose-1-epimerase","7","7","1","1","3734","","","","902","926","922","","2000d99c1a4f4644d4dc8bc5f335fcca_9715","8291d5e9ef160a270636991509e0e85c_8588","b1b2c14e5b2eae9d99465ee4aa5d53b7_8657","f95cc3601e9bedf7c0d3dbaf7722b312_8822","81c24e080905d6ecc25e00770222c603_9007","","","6f47304ac79aadc337208f6d61504bf4_8786","65f1bac1425e1f84709282b5f5eed1ce_9546"
"WP_001111465.1","","fimbrial chaperone","7","7","1","1","6196","","","","737","737","737","","2000d99c1a4f4644d4dc8bc5f335fcca_6256","8291d5e9ef160a270636991509e0e85c_5478","b1b2c14e5b2eae9d99465ee4aa5d53b7_5603","f95cc3601e9bedf7c0d3dbaf7722b312_5778","81c24e080905d6ecc25e00770222c603_5716","a963e031a0e9d0bd7ea9f5c201bde08a_5692","","6f47304ac79aadc337208f6d61504bf4_5576",""
"WP_000750293.1","","fimbrial protein","7","7","1","1","6161","","","","539","539","539","","2000d99c1a4f4644d4dc8bc5f335fcca_6268","8291d5e9ef160a270636991509e0e85c_5490","b1b2c14e5b2eae9d99465ee4aa5d53b7_5615","f95cc3601e9bedf7c0d3dbaf7722b312_5790","81c24e080905d6ecc25e00770222c603_5728","a963e031a0e9d0bd7ea9f5c201bde08a_5704","","6f47304ac79aadc337208f6d61504bf4_5588",""
"hscC","","molecular chaperone HscC","7","7","1","1","5987","","","","1670","1670","1670","","2000d99c1a4f4644d4dc8bc5f335fcca_7046","8291d5e9ef160a270636991509e0e85c_6208","b1b2c14e5b2eae9d99465ee4aa5d53b7_6298","f95cc3601e9bedf7c0d3dbaf7722b312_6409","81c24e080905d6ecc25e00770222c603_6324","","","6f47304ac79aadc337208f6d61504bf4_6331","65f1bac1425e1f84709282b5f5eed1ce_6937"
"WP_000378026.1","","DNA-binding transcriptional regulator","7","7","1","1","5966","","","","953","953","953","","2000d99c1a4f4644d4dc8bc5f335fcca_7088","8291d5e9ef160a270636991509e0e85c_6244","b1b2c14e5b2eae9d99465ee4aa5d53b7_6340","f95cc3601e9bedf7c0d3dbaf7722b312_6451","81c24e080905d6ecc25e00770222c603_6366","a963e031a0e9d0bd7ea9f5c201bde08a_6653","","6f47304ac79aadc337208f6d61504bf4_6373",""
"WP_000646173.1","","glutathione-dependent formaldehyde dehydrogenase","7","7","1","1","5947","","","","1238","1238","1238","","2000d99c1a4f4644d4dc8bc5f335fcca_7126","8291d5e9ef160a270636991509e0e85c_6284","b1b2c14e5b2eae9d99465ee4aa5d53b7_6378","f95cc3601e9bedf7c0d3dbaf7722b312_6489","81c24e080905d6ecc25e00770222c603_6404","a963e031a0e9d0bd7ea9f5c201bde08a_6691","","6f47304ac79aadc337208f6d61504bf4_6411",""
"group_4197","fimC","type 1 fimbria chaperone FimC","7","7","1","1","5653","","","","692","692","692","","2000d99c1a4f4644d4dc8bc5f335fcca_7365","8291d5e9ef160a270636991509e0e85c_6477","b1b2c14e5b2eae9d99465ee4aa5d53b7_6481","f95cc3601e9bedf7c0d3dbaf7722b312_6622","","a963e031a0e9d0bd7ea9f5c201bde08a_6810","","6f47304ac79aadc337208f6d61504bf4_6514","65f1bac1425e1f84709282b5f5eed1ce_7258"
"group_4200","","helix-turn-helix domain-containing protein","7","7","1","1","5625","","","","365","365","365","","2000d99c1a4f4644d4dc8bc5f335fcca_7421","8291d5e9ef160a270636991509e0e85c_6533","b1b2c14e5b2eae9d99465ee4aa5d53b7_6537","f95cc3601e9bedf7c0d3dbaf7722b312_6678","81c24e080905d6ecc25e00770222c603_6633","","","6f47304ac79aadc337208f6d61504bf4_6570","65f1bac1425e1f84709282b5f5eed1ce_7314"
"WP_001300163.1","","hypothetical protein","7","7","1","1","5494","","","","203","203","203","","2000d99c1a4f4644d4dc8bc5f335fcca_7680","8291d5e9ef160a270636991509e0e85c_6787","b1b2c14e5b2eae9d99465ee4aa5d53b7_6781","f95cc3601e9bedf7c0d3dbaf7722b312_6928","81c24e080905d6ecc25e00770222c603_6877","a963e031a0e9d0bd7ea9f5c201bde08a_7098","","6f47304ac79aadc337208f6d61504bf4_6814",""
"mhpF","","acetaldehyde dehydrogenase","7","7","1","1","5464","","","","950","950","950","","2000d99c1a4f4644d4dc8bc5f335fcca_7732","8291d5e9ef160a270636991509e0e85c_6831","b1b2c14e5b2eae9d99465ee4aa5d53b7_6829","f95cc3601e9bedf7c0d3dbaf7722b312_6975","81c24e080905d6ecc25e00770222c603_6981","a963e031a0e9d0bd7ea9f5c201bde08a_7152","","6f47304ac79aadc337208f6d61504bf4_6862",""
"mhpD","","2-keto-4-pentenoate hydratase","7","7","1","1","5463","","","","809","809","809","","2000d99c1a4f4644d4dc8bc5f335fcca_7734","8291d5e9ef160a270636991509e0e85c_6833","b1b2c14e5b2eae9d99465ee4aa5d53b7_6831","f95cc3601e9bedf7c0d3dbaf7722b312_6977","81c24e080905d6ecc25e00770222c603_6983","a963e031a0e9d0bd7ea9f5c201bde08a_7154","","6f47304ac79aadc337208f6d61504bf4_6864",""
"mhpB","","3-carboxyethylcatechol 2,3-dioxygenase","7","7","1","1","5461","","","","944","944","944","","2000d99c1a4f4644d4dc8bc5f335fcca_7738","8291d5e9ef160a270636991509e0e85c_6837","b1b2c14e5b2eae9d99465ee4aa5d53b7_6835","f95cc3601e9bedf7c0d3dbaf7722b312_6981","81c24e080905d6ecc25e00770222c603_6987","a963e031a0e9d0bd7ea9f5c201bde08a_7158","","6f47304ac79aadc337208f6d61504bf4_6868",""
"WP_001007407.1","","bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase","7","7","1","1","5460","","","","1658","1664","1663","","2000d99c1a4f4644d4dc8bc5f335fcca_7740","8291d5e9ef160a270636991509e0e85c_6839","b1b2c14e5b2eae9d99465ee4aa5d53b7_6837","f95cc3601e9bedf7c0d3dbaf7722b312_6983","81c24e080905d6ecc25e00770222c603_6989","a963e031a0e9d0bd7ea9f5c201bde08a_7160","","6f47304ac79aadc337208f6d61504bf4_6870",""
"mhpR","","DNA-binding transcriptional activator MhpR","7","7","1","1","5459","","","","947","947","947","","2000d99c1a4f4644d4dc8bc5f335fcca_7742","8291d5e9ef160a270636991509e0e85c_6841","b1b2c14e5b2eae9d99465ee4aa5d53b7_6839","f95cc3601e9bedf7c0d3dbaf7722b312_6985","81c24e080905d6ecc25e00770222c603_6991","a963e031a0e9d0bd7ea9f5c201bde08a_7162","","6f47304ac79aadc337208f6d61504bf4_6872",""
"paoA","","aldehyde dehydrogenase iron-sulfur subunit","7","7","1","1","5375","","","","689","689","689","","2000d99c1a4f4644d4dc8bc5f335fcca_7898","8291d5e9ef160a270636991509e0e85c_6963","b1b2c14e5b2eae9d99465ee4aa5d53b7_6957","f95cc3601e9bedf7c0d3dbaf7722b312_7105","81c24e080905d6ecc25e00770222c603_7320","","","6f47304ac79aadc337208f6d61504bf4_6992","65f1bac1425e1f84709282b5f5eed1ce_7759"
"paoB","","aldehyde oxidoreductase FAD-binding subunit PaoB","7","7","1","1","5374","","","","956","956","956","","2000d99c1a4f4644d4dc8bc5f335fcca_7900","8291d5e9ef160a270636991509e0e85c_6965","b1b2c14e5b2eae9d99465ee4aa5d53b7_6959","f95cc3601e9bedf7c0d3dbaf7722b312_7107","81c24e080905d6ecc25e00770222c603_7322","","","6f47304ac79aadc337208f6d61504bf4_6994","65f1bac1425e1f84709282b5f5eed1ce_7761"
"WP_000667026.1","","aldehyde oxidoreductase molybdenum-binding subunit PaoC","7","7","1","1","5373","","","","2198","2198","2198","","2000d99c1a4f4644d4dc8bc5f335fcca_7902","8291d5e9ef160a270636991509e0e85c_6967","b1b2c14e5b2eae9d99465ee4aa5d53b7_6961","f95cc3601e9bedf7c0d3dbaf7722b312_7109","81c24e080905d6ecc25e00770222c603_7324","","","6f47304ac79aadc337208f6d61504bf4_6996","65f1bac1425e1f84709282b5f5eed1ce_7763"
"ispH","","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","7","7","1","1","7881","","","","950","950","950","","2000d99c1a4f4644d4dc8bc5f335fcca_8415","8291d5e9ef160a270636991509e0e85c_7414","b1b2c14e5b2eae9d99465ee4aa5d53b7_7512","f95cc3601e9bedf7c0d3dbaf7722b312_7734","","a963e031a0e9d0bd7ea9f5c201bde08a_7821","cf4339b1a0ea8d217cfa00a17e46d961_8362","6f47304ac79aadc337208f6d61504bf4_7607",""
"WP_000091572.1","","GntR family transcriptional regulator","7","7","1","1","7961","","","","914","914","914","","2000d99c1a4f4644d4dc8bc5f335fcca_8573","","b1b2c14e5b2eae9d99465ee4aa5d53b7_7671","f95cc3601e9bedf7c0d3dbaf7722b312_7888","81c24e080905d6ecc25e00770222c603_8015","a963e031a0e9d0bd7ea9f5c201bde08a_7975","","6f47304ac79aadc337208f6d61504bf4_7763","65f1bac1425e1f84709282b5f5eed1ce_8419"
"WP_000410144.1","","MFS transporter","7","7","1","1","7962","","","","1361","1361","1361","","2000d99c1a4f4644d4dc8bc5f335fcca_8575","8291d5e9ef160a270636991509e0e85c_7576","b1b2c14e5b2eae9d99465ee4aa5d53b7_7673","f95cc3601e9bedf7c0d3dbaf7722b312_7890","81c24e080905d6ecc25e00770222c603_8017","a963e031a0e9d0bd7ea9f5c201bde08a_7977","","6f47304ac79aadc337208f6d61504bf4_7765",""
"btsT","","pyruvate/proton symporter BtsT","7","7","1","1","7982","","","","2150","2150","2150","","2000d99c1a4f4644d4dc8bc5f335fcca_8581","8291d5e9ef160a270636991509e0e85c_7602","b1b2c14e5b2eae9d99465ee4aa5d53b7_7677","f95cc3601e9bedf7c0d3dbaf7722b312_7894","","a963e031a0e9d0bd7ea9f5c201bde08a_7981","cf4339b1a0ea8d217cfa00a17e46d961_8532","6f47304ac79aadc337208f6d61504bf4_7769",""
"xylE","","D-xylose transporter XylE","7","7","1","1","3911","","","","1475","1475","1475","","2000d99c1a4f4644d4dc8bc5f335fcca_9365","8291d5e9ef160a270636991509e0e85c_8268","b1b2c14e5b2eae9d99465ee4aa5d53b7_8339","f95cc3601e9bedf7c0d3dbaf7722b312_8504","","a963e031a0e9d0bd7ea9f5c201bde08a_8630","","6f47304ac79aadc337208f6d61504bf4_8468","65f1bac1425e1f84709282b5f5eed1ce_9204"
"WP_000487766.1","","hypothetical protein","7","7","1","1","3909","","","","143","143","143","","2000d99c1a4f4644d4dc8bc5f335fcca_9369","8291d5e9ef160a270636991509e0e85c_8272","b1b2c14e5b2eae9d99465ee4aa5d53b7_8343","f95cc3601e9bedf7c0d3dbaf7722b312_8508","81c24e080905d6ecc25e00770222c603_8693","a963e031a0e9d0bd7ea9f5c201bde08a_8634","","6f47304ac79aadc337208f6d61504bf4_8472",""
"WP_000059678.1","","DeoR/GlpR transcriptional regulator","7","7","1","1","3739","","","","785","785","785","","2000d99c1a4f4644d4dc8bc5f335fcca_9705","8291d5e9ef160a270636991509e0e85c_8578","b1b2c14e5b2eae9d99465ee4aa5d53b7_8647","f95cc3601e9bedf7c0d3dbaf7722b312_8812","81c24e080905d6ecc25e00770222c603_8997","","","6f47304ac79aadc337208f6d61504bf4_8776","65f1bac1425e1f84709282b5f5eed1ce_9536"
"yihU","","sulfolactaldehyde 3-reductase","7","7","1","1","3737","","","","896","896","896","","2000d99c1a4f4644d4dc8bc5f335fcca_9709","8291d5e9ef160a270636991509e0e85c_8582","b1b2c14e5b2eae9d99465ee4aa5d53b7_8651","f95cc3601e9bedf7c0d3dbaf7722b312_8816","81c24e080905d6ecc25e00770222c603_9001","","","6f47304ac79aadc337208f6d61504bf4_8780","65f1bac1425e1f84709282b5f5eed1ce_9540"
